WKT;Gemeinde;PLZ;Adresse Gemeindeamt;Lat;Lon;osm_id;location/substatoin;name/operator;operator;substation/voltage;Polit. Gemeinde;distance
MULTILINESTRING ((434331.874212902 5364497.36058116,431814.017660815 5355571.75854654));Herzogsdorf;4175;Kirchenplatz 10;48,430198;14,1122674;587747481;Umspannwerk Feldkirchen;;substation;;Feldkirchen an der Donau;9273,940549
MULTILINESTRING ((438475.568019319 5283493.41152548,433749.443098255 5306426.87764843));Hinterstoder;4573;Hinterstoder 38;47,70189302;14,17993662;95025696;Umspannwerk Kirchdorf;;substation;110000;Kirchdorf an der Krems;23415,38223
MULTILINESTRING ((426399.523586874 5351055.21749115,426414.927665978 5350422.0682324));Hinzenbach;4070;Chr.-Zeller-Weg 1;48,3084054;14,0074029;92870633;Umspannwerk Eferding;;substation;110000;Hinzenbach;633,3366163
MULTILINESTRING ((456629.183011658 5370626.64438122,462839.408506459 5371606.8149626));Hirschbach_im_M�hlkreis;4242;Museumsweg 5;48,4872675;14,4130369;35034309;Umspannwerk Freistadt;Linz Strom AG;substation;"110000;20000";Freistadt;6287,100688
MULTILINESTRING ((339312.350618066 5336148.40099134,339129.827172203 5321800.89621722));Hochburg-Ach;5122;Athaler Stra�e 3;48,15826145;12,83920755;97870174;Umspannwerk Riedersbach;;substation;;St. Pantaleon;14348,66572
MULTILINESTRING ((406471.112195877 5341621.48460636,412292.417524792 5343247.1638294));Hofkirchen_an_der_Trattnach;4716;Hauptstra�e 30;48,2209197;13,7407893;95024146;Umspannwerk Grieskirchen;Energie AG;substation;110000;Grieskirchen;6044,040757
MULTILINESTRING ((412123.147883819 5370659.48090262,407761.312144478 5371510.00539332));Hofkirchen_im_M�hlkreis;4142;Markt 8;48,482916;13,8108042;97989146;Kraftwerk Ranna;Energie AG;substation;110000;Neustift im Mühlkreis;4443,985028
MULTILINESTRING ((453700.062138769 5332354.67593425,456913.361250396 5340077.00013379));Hofkirchen_im_Traunkreis;4492;Dorfplatz 1;48,1427579;14,3775996;33064531;Umspannwerk Tyllisburg;;substation;110000;St. Florian;8364,184492
MULTILINESTRING ((391807.242662971 5338749.23926239,389677.978809151 5340781.44565609));Hohenzell;4921;Hofmark 11;48,1927555;13,5441589;81216242;Umspannwerk Ried;;substation;110000;Hohenzell;2943,404047
MULTILINESTRING ((371141.924335872 5335719.95011764,371579.282921807 5339683.90759487));H�hnhart;5251;H�hnhart 60;48,16165684;13,26712651;122351223;Umspannwerk Roßbach;;substation;110000;Roßbach;3988,012213
MULTILINESTRING ((432890.772946198 5341554.64886731,433060.360494445 5335935.0506233));Holzhausen;4615;Gemeinde Holzhausen;48,2236638;14,09644165;87526678;Umspannwerk Marchtrenk (i.b.);;substation;110000;Marchtrenk;5622,156558
MULTILINESTRING ((418392.372542617 5371812.81003089,425762.597979082 5378618.29438513));H�rbich;4132;Schulstra�e 2;48,4941351;13,8954003;98308316;Umspannwerk Rohrbach-Berg (i.b.);;substation;110000;Rohrbach-Berg;10031,6918
MULTILINESTRING ((439336.995992067 5341406.01683217,442334.598536097 5339350.64492124));H�rsching;4063;Neubauer Stra�e 26;48,222976;14,1832452;33058565;Umspannwerk Pucking (i.b.);Energie AG Oberösterreich;substation;110000;Pucking;3634,580403
MULTILINESTRING ((376599.314172307 5301594.90575727,384375.966818374 5295742.9659758));Innerschwand_am_Mondsee;5310;Wredeplatz 2;47,8558389;13,3503039;95297285;Umspannwerk Unterach;Energie AG;substation;110000;Unterach am Attersee;9732,498425
MULTILINESTRING ((431343.5056103 5308718.20888856,433749.443098255 5306426.87764843));Inzersdorf_im_Kremstal;4565;Dorfplatz 2;47,9281048;14,0808885;95025696;Umspannwerk Kirchdorf;;substation;110000;Kirchdorf an der Krems;3322,459036
MULTILINESTRING ((361935.805209315 5323550.65633923,358810.384431328 5329041.86296233));Jeging;5225;Jeging 1;48,05029424;13,14732662;185860195;Umspannwerk Wagenham;Energie AG;substation;110000;Pischelsdorf am Engelbach;6318,354629
MULTILINESTRING ((416576.812210148 5390104.82636307,425762.597979082 5378618.29438513));Julbach;4162;Schulstra�e 4;48,6584247;13,8671603;98308316;Umspannwerk Rohrbach-Berg (i.b.);;substation;110000;Rohrbach-Berg;14707,78967
MULTILINESTRING ((404894.851301786 5348028.07197561,412292.417524792 5343247.1638294));Kallham;4720;Kallham 51;48,27830967;13,71813348;95024146;Umspannwerk Grieskirchen;Energie AG;substation;110000;Grieskirchen;8808,011622
MULTILINESTRING ((482487.21032248 5365930.90110979,462839.408506459 5371606.8149626));Kaltenberg;4273;Kaltenberg Nr. 2;48,4462754;14,7631802;35034309;Umspannwerk Freistadt;Linz Strom AG;substation;"110000;20000";Freistadt;20451,21303
MULTILINESTRING ((460794.672914545 5351785.59474794,462973.208721925 5356404.63162904));Katsdorf;4223;Gemeindeplatz 1;48,3180439;14,4711683;95843031;Umspannwerk Friensdorf;Linz Strom AG;substation;110000;Wartberg ob der Aist;5107,006949
MULTILINESTRING ((465820.107625797 5365628.98218536,462839.408506459 5371606.8149626));Kefermarkt;4292;Oberer Markt 15;48,4428748;14,53782677;35034309;Umspannwerk Freistadt;Linz Strom AG;substation;"110000;20000";Freistadt;6679,749393
MULTILINESTRING ((415491.160791422 5336554.43674796,412292.417524792 5343247.1638294));Kematen_am_Innbach;4633;Innbachtalstra�e 45;48,1766069;13,863212;95024146;Umspannwerk Grieskirchen;Energie AG;substation;110000;Grieskirchen;7417,853751
MULTILINESTRING ((439753.476387092 5328740.73501101,440922.881626302 5322041.29268108));Kematen_an_der_Krems;4531;Linzer Stra�e 30;48,1090785;14,1906467;95025698;Umspannwerk Bad Hall;;substation;110000;Bad Hall;6800,737912
MULTILINESTRING ((358386.695758483 5322525.34132854,358810.384431328 5329041.86296233));Kirchberg_bei_Mattighofen;5232;Kirchberg 27;48,0402968;13,1000674;185860195;Umspannwerk Wagenham;Energie AG;substation;110000;Pischelsdorf am Engelbach;6530,280721
MULTILINESTRING ((421371.942697214 5366206.86194905,425762.597979082 5378618.29438513));Kirchberg_ob_der_Donau;4131;Kirchberg o.d.D. 5;48,4440901;13,9367769;98308316;Umspannwerk Rohrbach-Berg (i.b.);;substation;110000;Rohrbach-Berg;13165,1627
MULTILINESTRING ((437590.649104655 5346069.97801912,442581.882608226 5346475.66614775));Kirchberg-Thening;4062;Ortsplatz 1;48,2647628;14,1590478;320442058;Umspannwerk Leonding;APG;substation;;Leonding;5007,693555
MULTILINESTRING ((373041.687941356 5350491.67382638,381119.922046782 5356444.62642409));Kirchdorf_am_Inn;4982;Kirchdorf a.I. 9;48,2948785;13,288237;95978048;Umspannwerk Antiesenhofen;;substation;110000;Antiesenhofen;10034,71529
MULTILINESTRING ((434447.461492381 5306225.28218261,433749.443098255 5306426.87764843));Kirchdorf_an_der_Krems;4560;Rathausplatz 1;47,9060028;14,1228155;95025696;Umspannwerk Kirchdorf;;substation;110000;Kirchdorf an der Krems;726,5469086
MULTILINESTRING ((417887.899729958 5312431.60547631,418436.025964044 5317393.83995706));Kirchham;4656;Kirchham 32;47,95992636;13,90007993;124415043;Umspannwerk Vorchdorf;Energie AG;substation;110000;Vorchdorf;4992,415589
MULTILINESTRING ((378213.05699197 5340925.01614478,371579.282921807 5339683.90759487));Kirchheim_im_Innkreis;4932;Dorfstra�e 12;48,2098611;13,3606846;122351223;Umspannwerk Roßbach;;substation;110000;Roßbach;6748,874636
MULTILINESTRING ((446439.902940279 5362480.80272831,448174.85574361 5352631.10442904));Kirchschlag_bei_Linz;4202;Kirchschlag 44;48,4132037;14,2761919;24830381;Umspannwerk Nord;LINZ AG;substation;110000;Linz;10001,3308
MULTILINESTRING ((417564.957807931 5394151.79090077,425762.597979082 5378618.29438513));Klaffer_am_Hochficht;4163;Dorfplatz 1;48,6949559;13,8797692;98308316;Umspannwerk Rohrbach-Berg (i.b.);;substation;110000;Rohrbach-Berg;17563,90669
MULTILINESTRING ((483914.407315455 5341785.61031013,482178.974195514 5339186.37962415));Klam;4352;Klam 43;48,22908818;14,7834017;174531795;Umspannwerk Baumgartenberg;Linz Strom GmbH;substation;;Baumgartenberg;3125,336506
MULTILINESTRING ((422367.60331932 5292488.62448819,405560.944685001 5293082.27414785));Klaus_an_der_Pyhrnbahn;4564;Klaus a.d.P. 100;47,78108;13,96365995;107117959;Umspannwerk Steinkogl;Energie AG;substation;110000;Ebensee;16817,1399
MULTILINESTRING ((425518.20692275 5367579.82272275,425762.597979082 5378618.29438513));Kleinzell_im_M�hlkreis;4115;Kleinzell i.M. 13;48,4569443;13,9925899;98308316;Umspannwerk Rohrbach-Berg (i.b.);;substation;110000;Rohrbach-Berg;11041,17673
MULTILINESTRING ((414554.935008536 5384231.57853221,425762.597979082 5378618.29438513));Kollerschlag;4154;Markt 14;48,6053254;13,8409209;98308316;Umspannwerk Rohrbach-Berg (i.b.);;substation;110000;Rohrbach-Berg;12534,77835
MULTILINESTRING ((488184.702657824 5361608.7606794,482178.974195514 5339186.37962415));K�nigswiesen;4280;Markt 2;48,4075241;14,840347;174531795;Umspannwerk Baumgartenberg;Linz Strom GmbH;substation;;Baumgartenberg;23212,75396
MULTILINESTRING ((400854.38172288 5365918.3887988,407761.312144478 5371510.00539332));Kopfing_im_Innkreis;4794;Hauptstra�e 95;48,4385983;13,6594738;97989146;Kraftwerk Ranna;Energie AG;substation;110000;Neustift im Mühlkreis;8886,611502
MULTILINESTRING ((435068.363332581 5322593.65530809,434668.57127202 5321103.34256907));Kremsm�nster;4550;Rathausplatz 1;48,0533188;14,1286485;50899766;Umspannwerk Kremsmünster;Energie AG;substation;110000;Kremsmünster;1543,005428
MULTILINESTRING ((422783.589854389 5339065.83847284,426039.231330076 5337230.99902159));Krenglbach;4631;Gemeinde Krenglbach;48,20012615;13,96083343;37232839;Umspannwerk Puchberg;;substation;110000;Wels;3737,089406
MULTILINESTRING ((460210.085962371 5332224.27474988,456913.361250396 5340077.00013379));Kronstorf;4484;Brucknerplatz 1;48,1420253;14,4651204;33064531;Umspannwerk Tyllisburg;;substation;110000;St. Florian;8516,671285
MULTILINESTRING ((412190.03550488 5315104.54068559,411499.752003874 5314907.32453306));Laakirchen;4663;Rathausplatz 1;47,9832141;13,82322497;95456147;Umspannwerk Laakirchen;;substation;;Laakirchen;717,9035608
MULTILINESTRING ((416760.898861002 5327452.95380849,418100.149659851 5328386.32567644));Lambach;4650;Marktgemeinde Lambach;48,09490436;13,88206763;118132395;Umspannwerk Lambach;Energie AG;substation;110000;Edt bei Lambach;1632,414085
MULTILINESTRING ((390388.413120691 5352611.68171848,381119.922046782 5356444.62642409));Lambrechten;4772;Lambrechten 70;48,31718813;13,52148271;95978048;Umspannwerk Antiesenhofen;;substation;110000;Antiesenhofen;10029,77527
MULTILINESTRING ((461253.477176833 5344412.98501562,462497.466367872 5342504.87405377));Langenstein;4312;Hauptstra�e 71;48,2517455;14,478033;186110657;Umspannwerk Enns-Industrie;;substation;110000;Enns;2277,805205
MULTILINESTRING ((466101.516252368 5368792.68961721,462839.408506459 5371606.8149626));Lasberg;4291;Markt 7;48,4713513;14,5413755;35034309;Umspannwerk Freistadt;Linz Strom AG;substation;"110000;20000";Freistadt;4308,207099
MULTILINESTRING ((459347.711859867 5311145.23272609,453594.958902084 5315796.04633543));Laussa;4461;Kirchenplatz 1;47,95232885;14,45553089;33482741;Kraftwerk Rosenau;;substation;110000;Garsten;7397,582972
MULTILINESTRING ((418392.372542617 5371812.81003089,425762.597979082 5378618.29438513));Lembach_im_M�hlkreis;4132;Schulstra�e 2;48,4941351;13,8954003;98308316;Umspannwerk Rohrbach-Berg (i.b.);;substation;110000;Rohrbach-Berg;10031,6918
MULTILINESTRING ((369396.978428119 5319614.36397674,368075.576747999 5316458.63471214));Lengau;5211;Salzburger Stra�e 9;48,016466;13,248598;122454383;Umspannwerk R.A.G. Austria (i.b.);;substation;;Lengau;3421,21756
MULTILINESTRING ((395848.511669317 5314220.38036708,397021.295222577 5315383.57059721));Lenzing;4860;Hauptplatz 4;47,9728095;13,6045023;118098478;Umspannwerk Lenzing;;substation;;Lenzing;1651,796832
MULTILINESTRING ((444250.539535448 5347601.30250584,442581.882608226 5346475.66614775));Leonding;4020;Stadtplatz 1;48,2791598;14,2485779;320442058;Umspannwerk Leonding;APG;substation;;Leonding;2012,827154
MULTILINESTRING ((463421.15212147 5384831.60388729,462266.53299852 5375733.75307855));Leopoldschlag;4262;Marktplatz 17;48,6154871;14,5037046;497665559;Umspannwerk Rainbach im Mühlkreis;Linz AG;substation;"110000;30000";Rainbach im Mühlkreis;9170,82519
MULTILINESTRING ((427869.277138679 5385770.61393745,425762.597979082 5378618.29438513));Lichtenau_im_M�hlkreis;4170;St. Oswald b.H. 18;48,62084495;14,021235;98308316;Umspannwerk Rohrbach-Berg (i.b.);;substation;110000;Rohrbach-Berg;7456,123125
MULTILINESTRING ((444998.718507058 5356557.77041661,448174.85574361 5352631.10442904));Lichtenberg;4040;Am Ortsplatz 1;48,359797;14,257493;24830381;Umspannwerk Nord;LINZ AG;substation;110000;Linz;5050,401323
MULTILINESTRING ((485395.730754707 5374585.1078658,462839.408506459 5371606.8149626));Liebenau;4252;Liebenau 41;48,52420607;14,80220841;35034309;Umspannwerk Freistadt;Linz Strom AG;substation;"110000;20000";Freistadt;22752,09665
MULTILINESTRING ((446840.395005525 5351018.73874524,448174.85574361 5352631.10442904));Linz;4041;Hauptstra�e 1-5;48,3101259;14,2830522;24830381;Umspannwerk Nord;LINZ AG;substation;110000;Linz;2092,96645
MULTILINESTRING ((364165.800960494 5318876.00884027,368075.576747999 5316458.63471214));Lochen_am_See;5221;Ringstra�e 14;48,0087356;13,1787172;122454383;Umspannwerk R.A.G. Austria (i.b.);;substation;;Lengau;4596,742802
MULTILINESTRING ((381285.089516868 5333513.28970205,389677.978809151 5340781.44565609));Lohnsburg_am_Kobernau�erwald;4923;Marktplatz 11;48,1437865;13,4040894;81216242;Umspannwerk Ried;;substation;110000;Hohenzell;11102,55293
MULTILINESTRING ((457620.456059834 5308264.35957606,451678.680324955 5310059.74586881));Losenstein;4460;Eisenstra�e 45;47,9262981;14,43268199;144202272;Kraftwerk Ternberg;;substation;110000;Ternberg;6207,101644
MULTILINESTRING ((457491.713629783 5346719.07008753,453723.54281654 5345005.23349113));Luftenberg_an_der_Donau;4225;Europaweg 1;48,2722506;14,4271278;93370554;Umspannwerk Pichling;;substation;110000;Linz;4139,607126
MULTILINESTRING ((400949.309635651 5324639.50295073,399939.311357644 5316241.96073699));Manning;4903;Manning 31;48,06733665;13,670419;93187006;Umspannwerk Vöcklabruck;;substation;110000;Regau;8458,061938
MULTILINESTRING ((434226.918254141 5337924.47575301,433060.360494445 5335935.0506233));Marchtrenk;4614;Linzer Stra�e 21;48,1911475;14,1149921;87526678;Umspannwerk Marchtrenk (i.b.);;substation;110000;Marchtrenk;2306,224047
MULTILINESTRING ((470614.647457216 5309421.36283033,463921.690666356 5304421.91374727));Maria_Neustift;4443;Neustift 1;47,9374353;14,6065459;42306133;Umspannwerk Großraming;;substation;110000;Reichraming;8354,050619
MULTILINESTRING ((367403.274576025 5333328.59871331,361132.517100931 5331366.34671208));Maria_Schmolln;5241;Maria Schmolln 64;48,1393836;13,2176194;95003268;Umspannwerk Mattighofen;;substation;110000;Schalchen;6570,603643
MULTILINESTRING ((362271.191305311 5329693.42801263,361132.517100931 5331366.34671208));Mattighofen;5230;Stadtplatz 1;48,1056048;13,1498446;95003268;Umspannwerk Mattighofen;;substation;110000;Schalchen;2023,668925
MULTILINESTRING ((361419.184526461 5339185.51808829,361132.517100931 5331366.34671208));Mauerkirchen;5270;Obermarkt 19;48,1907747;13,1353151;95003268;Umspannwerk Mattighofen;;substation;110000;Schalchen;7824,42453
MULTILINESTRING ((464118.520615623 5343219.6329491,465767.077176729 5343162.33881871));Mauthausen;4310;Marktplatz 7;48,24117825;14,5167286;95828347;Umspannwerk Mauthausen;Linz AG;substation;110000;Mauthausen;1649,551864
MULTILINESTRING ((388968.930329774 5355949.03245247,381119.922046782 5356444.62642409));Mayrhof;4777;Mayrhof 14;48,3469552;13,5014631;95978048;Umspannwerk Antiesenhofen;;substation;110000;Antiesenhofen;7864,638861
MULTILINESTRING ((410383.864514381 5337054.75933265,412292.417524792 5343247.1638294));Meggenhofen;4714;Am Dorfplatz 1;48,1804074;13,79441996;95024146;Umspannwerk Grieskirchen;Energie AG;substation;110000;Grieskirchen;6479,849384
MULTILINESTRING ((383711.092422329 5340316.84546771,389677.978809151 5340781.44565609));Mehrnbach;4941;Mehrnbach 80;48,20542279;13,43482837;81216242;Umspannwerk Ried;;substation;110000;Hohenzell;5984,946657
MULTILINESTRING ((376976.701476708 5336837.6844595,371579.282921807 5339683.90759487));Mettmach;4931;Marktplatz 1;48,17286475;13,34523398;122351223;Umspannwerk Roßbach;;substation;110000;Roßbach;6101,89423
MULTILINESTRING ((413228.394138965 5348866.65783577,412292.417524792 5343247.1638294));Michaelnbach;4712;Grieskirchner Str. 4;48,2870497;13,8302587;95024146;Umspannwerk Grieskirchen;Energie AG;substation;110000;Grieskirchen;5696,908382
MULTILINESTRING ((434447.461492381 5306225.28218261,433749.443098255 5306426.87764843));Micheldorf_in_Ober�sterreich;4563;Rathausplatz 1;47,9060028;14,1228155;95025696;Umspannwerk Kirchdorf;;substation;110000;Kirchdorf an der Krems;726,5469086
MULTILINESTRING ((363646.637072386 5348650.3672771,357630.404292775 5346590.55534145));Mining;4962;Hofmark 19;48,2763666;13,1622244;81540198;Umspannwerk St. Peter;Austrian Power Grid AG;substation;;St. Peter am Hart;6359,078712
MULTILINESTRING ((477898.413966791 5337616.76568136,477333.849409322 5334596.33290329));Mitterkirchen_im_Machland;4343;Mitterkirchen i.M. 50;48,19140105;14,7026124;95837658;Umspannwerk Wallsee;Austrian Power Grid AG;substation;110000;Mitterkirchen im Marchland;3072,742636
MULTILINESTRING ((444465.135501994 5303725.50319546,451678.680324955 5310059.74586881));Molln;4591;Marktstra�e 1;47,884459;14,257175;144202272;Kraftwerk Ternberg;;substation;110000;Ternberg;9599,888497
MULTILINESTRING ((376543.424692881 5301640.98661335,384375.966818374 5295742.9659758));Mondsee;5310;Marktplatz 14;47,8562426;13,3495439;95297285;Umspannwerk Unterach;Energie AG;substation;110000;Unterach am Attersee;9804,864282
MULTILINESTRING ((363585.664829061 5340475.63816596,371579.282921807 5339683.90759487));Moosbach;5272;5271 Moosbach;48,20284484;13,16403611;122351223;Umspannwerk Roßbach;;substation;110000;Roßbach;8032,731012
MULTILINESTRING ((350074.968588506 5323566.53662275,358810.384431328 5329041.86296233));Moosdorf;5141;Friedensplatz 1;48,0477611;12,988259;185860195;Umspannwerk Wagenham;Energie AG;substation;110000;Pischelsdorf am Engelbach;10309,54356
MULTILINESTRING ((378819.104308466 5351446.72979436,381119.922046782 5356444.62642409));M�rschwang;4982;M�rschwang Nr. 15;48,3046002;13,3658253;95978048;Umspannwerk Antiesenhofen;;substation;110000;Antiesenhofen;5502,066247
MULTILINESTRING ((381733.309205763 5333922.1862846,389677.978809151 5340781.44565609));M�hlheim_am_Inn;4961;Kirchenstra�e 2/1;48,1475474;13,4099989;81216242;Umspannwerk Ried;;substation;110000;Hohenzell;10496,05708
MULTILINESTRING ((364691.700247955 5325337.36646958,358810.384431328 5329041.86296233));Munderfing;5222;Dorfplatz 1;48,0669516;13,1837231;185860195;Umspannwerk Wagenham;Energie AG;substation;110000;Pischelsdorf am Engelbach;6950,767583
MULTILINESTRING ((478640.429805115 5345858.13621551,482178.974195514 5339186.37962415));M�nzbach;4323;Arbinger Stra�e 7;48,2655717;14,712181;174531795;Umspannwerk Baumgartenberg;Linz Strom GmbH;substation;;Baumgartenberg;7552,061468
MULTILINESTRING ((394168.463232923 5371025.88995592,385366.007561848 5367261.26050209));M�nzkirchen;4792;Sch�rdinger Stra�e 1;48,483445;13,5678115;95975628;Umspannwerk Aigerding;Energie AG;substation;110000;St. Florian am Inn;9573,696296
MULTILINESTRING ((471048.139375586 5341500.31496907,465767.077176729 5343162.33881871));Naarn_im_Machlande;4331;Perger Stra�e 2;48,2260646;14,6101755;95828347;Umspannwerk Mauthausen;Linz AG;substation;110000;Mauthausen;5536,419531
MULTILINESTRING ((407384.873339917 5361225.63747068,407761.312144478 5371510.00539332));Natternbach;4723;Kirchenplatz 6;48,3973845;13,7487848;97989146;Kraftwerk Ranna;Energie AG;substation;110000;Neustift im Mühlkreis;10291,25501
MULTILINESTRING ((414668.992041906 5387353.9457954,425762.597979082 5378618.29438513));Nebelberg;4155;Nebelberg 50;48,6334247;13,84182541;98308316;Umspannwerk Rohrbach-Berg (i.b.);;substation;110000;Rohrbach-Berg;14120,18761
MULTILINESTRING ((426121.149320009 5370665.4284993,425762.597979082 5378618.29438513));Neufelden;4120;Markt 22;48,48477065;14,00019859;98308316;Umspannwerk Rohrbach-Berg (i.b.);;substation;110000;Rohrbach-Berg;7960,944345
MULTILINESTRING ((442670.221657997 5331763.72248996,444444.921287057 5337048.13067476));Neuhofen_an_der_Krems;4501;Kirchenplatz 3;48,1365431;14,2294199;98371047;Umspannwerk Nettingsdorf;;substation;110000;Ansfelden;5574,453214
MULTILINESTRING ((386553.748684743 5338379.24753733,389677.978809151 5340781.44565609));Neuhofen_im_Innkreis;4912;Hauptstra�e 3;48,1885111;13,4735922;81216242;Umspannwerk Ried;;substation;110000;Hohenzell;3940,985876
MULTILINESTRING ((409731.191138386 5362032.43936803,407761.312144478 5371510.00539332));Neukirchen_am_Walde;4724;Marktplatz 20;48,4049816;13,7803021;97989146;Kraftwerk Ranna;Energie AG;substation;110000;Neustift im Mühlkreis;9680,11782
MULTILINESTRING ((354845.12373378 5338000.37463872,354076.179694068 5342754.89171402));Neukirchen_an_der_Enknach;5145;Dorfplatz 1;48,1786498;13,0473144;96323087;Umspannwerk Braunau am Inn;;substation;;Braunau am Inn;4816,296041
MULTILINESTRING ((391005.945414419 5321909.59658404,394713.630742453 5318462.35404121));Neukirchen_an_der_V�ckla;4872;Kirchenplatz 4;48,0411617;13,5376854;33840061;Umspannwerk Timelkam;;substation;110000;Timelkam;5062,648678
MULTILINESTRING ((411734.186236106 5328123.83153351,418100.149659851 5328386.32567644));Neukirchen_bei_Lambach;4671;Gemeinde Neukirchen bei Lambach;48,10026245;13,8144328;118132395;Umspannwerk Lambach;Energie AG;substation;110000;Edt bei Lambach;6371,372967
MULTILINESTRING ((405530.459788612 5347507.17402577,412292.417524792 5343247.1638294));Neumarkt_im_Hausruckkreis;4720;Marktplatz 30;48,2737196;13,7268147;95024146;Umspannwerk Grieskirchen;Energie AG;substation;110000;Grieskirchen;7991,980937
MULTILINESTRING ((461793.545379841 5364013.01429182,462839.408506459 5371606.8149626));Neumarkt_im_M�hlkreis;4212;Marktplatz 1;48,4281058;14,48353;35034309;Umspannwerk Freistadt;Linz Strom AG;substation;"110000;20000";Freistadt;7665,483566
MULTILINESTRING ((408168.843926969 5376132.13192878,407761.312144478 5371510.00539332));Neustift_im_M�hlkreis;4143;Neustift i.M. 1;48,53157325;13,7561011;97989146;Kraftwerk Ranna;Energie AG;substation;110000;Neustift im Mühlkreis;4640,057744
MULTILINESTRING ((417254.459129757 5368768.92452748,407761.312144478 5371510.00539332));Niederkappel;4133;Niederkappel 48;48,4666074;13,88060376;97989146;Kraftwerk Ranna;Energie AG;substation;110000;Neustift im Mühlkreis;9880,95967
MULTILINESTRING ((450798.066622213 5334324.69288567,444444.921287057 5337048.13067476));Niederneukirchen;4491;Dorfplatz 1;48,160263;14,3383635;98371047;Umspannwerk Nettingsdorf;;substation;110000;Ansfelden;6912,27669
MULTILINESTRING ((408303.917549127 5328163.42796249,410675.431326685 5318980.78299154));Niederthalheim;4692;Hauptstra�e 42;48,1001341;13,7683605;34258314;Umspannwerk Traunfall;;substation;110000;Roitham am Traunfall;9483,936222
MULTILINESTRING ((432327.872294662 5366867.24910329,431814.017660815 5355571.75854654));Niederwaldkirchen;4174;Markt 22;48,4513038;14,084797;587747481;Umspannwerk Feldkirchen;;substation;;Feldkirchen an der Donau;11307,17266
MULTILINESTRING ((437552.565442447 5313512.19640957,433749.443098255 5306426.87764843));Nu�bach;4542;Kirchenplatz 2;47,9718681;14,1633043;95025696;Umspannwerk Kirchdorf;;substation;110000;Kirchdorf an der Krems;8041,485031
MULTILINESTRING ((389655.186934712 5304398.40113612,384375.966818374 5295742.9659758));Nu�dorf_am_Attersee;4865;Dorfstra�e 33;47,8834296;13,5240635;95297285;Umspannwerk Unterach;Energie AG;substation;110000;Unterach am Attersee;10138,37871
MULTILINESTRING ((373451.519500847 5312263.98487978,379504.955627984 5315171.84306707));Oberhofen_am_Irrsee;4894;Oberhofen a.I. 12;47,951178;13,3051108;95289063;Umspannwerk Frankenmarkt;;substation;110000;Weißenkirchen im Attergau;6715,633119
MULTILINESTRING ((409330.238641749 5378429.50324411,407761.312144478 5371510.00539332));Oberkappel;4144;Marktstra�e 4;48,5524053;13,7713289;97989146;Kraftwerk Ranna;Energie AG;substation;110000;Neustift im Mühlkreis;7095,137832
MULTILINESTRING ((376579.623847376 5353312.14620642,381119.922046782 5356444.62642409));Obernberg_am_Inn;4982;Marktplatz 1;48,3209427;13,3350923;95978048;Umspannwerk Antiesenhofen;;substation;110000;Antiesenhofen;5516,043877
MULTILINESTRING ((408016.695826844 5323281.6457644,410675.431326685 5318980.78299154));Oberndorf_bei_Schwanenstadt;4690;Atzbacher Stra�e 20;48,0561812;13,7655546;34258314;Umspannwerk Traunfall;;substation;110000;Roitham am Traunfall;5056,312396
MULTILINESTRING ((442668.5162659 5368074.63214536,448174.85574361 5352631.10442904));Oberneukirchen;4181;Ledererstra�e 1;48,4631921;14,2244647;24830381;Umspannwerk Nord;LINZ AG;substation;110000;Linz;16395,80199
MULTILINESTRING ((437496.332143154 5308563.79259277,433749.443098255 5306426.87764843));Oberschlierbach;4554;Oberschlierbach 1;47,92734526;14,16326989;95025696;Umspannwerk Kirchdorf;;substation;110000;Kirchdorf an der Krems;4313,418945
MULTILINESTRING ((401586.738398422 5267736.35155437,397242.599314264 5273616.98864934));Obertraun;4831;Obertraun 180;47,55558505;13,69189277;95642941;Kraftwerk Steeg;;substation;110000;Bad Goisern am Hallstättersee;7311,185747
MULTILINESTRING ((383220.050414799 5302501.64956851,384375.966818374 5295742.9659758));Oberwang;4882;Oberwang 90;47,86523168;13,43853409;95297285;Umspannwerk Unterach;Energie AG;substation;110000;Unterach am Attersee;6856,81753
MULTILINESTRING ((422179.264058639 5383849.73443307,425762.597979082 5378618.29438513));Oepping;4151;Kapellenstra�e 2;48,60288525;13,94439881;98308316;Umspannwerk Rohrbach-Berg (i.b.);;substation;110000;Rohrbach-Berg;6340,997316
MULTILINESTRING ((413709.351186611 5334141.43446515,418100.149659851 5328386.32567644));Offenhausen;4625;Marktgemeinde Offenhausen;48,15466225;13,83973838;118132395;Umspannwerk Lambach;Energie AG;substation;110000;Edt bei Lambach;7238,811256
MULTILINESTRING ((435348.017395781 5342919.97452237,433060.360494445 5335935.0506233));Oftering;4064;Ofteringer Stra�e 1;48,2362012;14,1293136;87526678;Umspannwerk Marchtrenk (i.b.);;substation;110000;Marchtrenk;7350,002447
MULTILINESTRING ((409730.289406574 5312627.18184101,410250.096723847 5313706.98526085));Ohlsdorf;4694;W�hrerstra�e 2;47,9605873;13,7907889;30842675;Schaltwerk Ohlsdorf;Energie AG;substation;110000;Ohlsdorf;1198,405221
MULTILINESTRING ((384105.265454022 5353431.18295583,381119.922046782 5356444.62642409));Ort_im_Innkreis;4974;Ort im Innkreis 81;48,3234377;13,4365379;95978048;Umspannwerk Antiesenhofen;;substation;110000;Antiesenhofen;4241,829416
