WKT;Gemeinde;PLZ;Adresse Gemeindeamt;Lat;Lon;osm_id;name;location/substation;substation/voltage;access/operator;Polit. Gemeinde;distance
MULTILINESTRING ((572542.295243834 5361175.2004889,565131.734361793 5364231.29226894));Absdorf;3462;Hauptplatz 1;48,3995601;15,9800728;106810629;substation;Umspannwerk Kirchberg am Wagram (I.b.);110000;;Kirchberg am Wagram;8015,990865
MULTILINESTRING ((603261.648834915 5326146.72694477,605675.711652691 5331046.93862996));Achau;2481;Hauptstr. 23;48,0802254;16,3864531;27795895;Austrian Power Grid AG;Umspannwerk Wien Südost;;;Wien;5462,579413
MULTILINESTRING ((613882.453538684 5349021.65905875,605405.85849431 5347517.31542586));Aderklaa;2232;Aderklaa 12;48,2841465;16,535136;376356832;Wien Energie;Umspannwerk Leopoldau (i.b.);;;Wien;8609,04834
MULTILINESTRING ((529837.95272801 5350215.95708783,519038.711898816 5349895.53807386));Aggsbach;3643;Aggsbach 48;48,30443423;15,40237004;90904770;substation;Umspannwerk Am Schuss;;EVN;Weiten;10803,99328
MULTILINESTRING ((581075.267125848 5395902.98584691,577267.73736245 5394355.11529772));Alberndorf_im_Pulkautal;2054;Alberndorf im Pulkautal 97;48,71088505;16,10209995;324055876;substation;Umspannwerk Peigarten;;EVN;Pernersdorf;4110,132131
MULTILINESTRING ((527245.253824264 5367736.72089581,517850.003045043 5368984.83979065));Albrechtsberg_an_der_Gro�en_Krems;3613;Albrechtsberg an der Gro�en Krems 41;48,462175;15,368544;90866864;substation;Umspannwerk Sallingberg;110000;;Sallingberg;9477,79183
MULTILINESTRING ((580345.877674682 5323255.30032001,577563.725219439 5317265.27315869));Alland;2565;Hauptstra�e 176;48,0575159;16,0782932;257384535;substation;Umspannwerk Neuhaus;110000;EVN;Weissenbach an der Triesting;6604,604279
MULTILINESTRING ((524235.548543234 5393672.02997249,520264.74928276 5406037.88787496));Allentsteig;3804;Hauptstra�e 23;48,69561555;15,32934491;88285465;substation;Umspannwerk Waidhofen an der Thaya;110000;;Waidhofen an der Thaya;12987,75148
MULTILINESTRING ((484527.774454398 5319287.57888261,485982.075833861 5323294.83429887));Allhartsberg;3365;Markt 47;48,0266903;14,7924779;30222212;substation;Umspannwerk Ulmerfeld-Hausmening;110000;EVN;Amstetten;4262,990555
MULTILINESTRING ((543714.578063422 5388229.98175126,546604.785141888 5388485.62309542));Altenburg;3591;Zwettler Stra�e 16;48,64560005;15,59346517;88180087;substation;Umspannwerk Horn;;;Horn;2901,490902
MULTILINESTRING ((576273.191172599 5279017.98468258,577352.902013717 5284630.70752574));Altendorf;2640;Ortsstra�e 50;47,6600577;16,0158398;128191035;substation;Umspannwerk Schöller;;;Ternitz;5715,630605
MULTILINESTRING ((574152.132972695 5318592.58981716,577563.725219439 5317265.27315869));Altenmarkt_an_der_Triesting;2572;Altenmarkt 32;48,0163212;15,9943752;257384535;substation;Umspannwerk Neuhaus;110000;EVN;Weissenbach an der Triesting;3660,700912
MULTILINESTRING ((570403.942525793 5333260.24395097,567323.359915185 5339589.64881279));Altlengbach;3033;Altlengbach 93;48,14869297;15,94653728;42330333;substation;Umspannwerk Neulengbach;110000;;Neulengbach;7039,272343
MULTILINESTRING ((632319.246855642 5389614.65633661,628888.201798665 5387340.27665185));Altlichtenwarth;2144;Florianigasse 150;48,6455761;16,7963863;478863889;substation;Umspannwerk Hauskirchen;;;Hauskirchen;4116,415083
MULTILINESTRING ((497535.316701395 5367723.42208302,499339.85570147 5379892.91867076));Altmelon;4372;Altmelon 60;48,4626406;14,96666018;97379897;substation;Umspannwerk Groß-Gerungs;110000;;Groß Gerungs;12302,56104
MULTILINESTRING ((506256.335237544 5408641.25244351,499158.411928232 5400963.12544329));Amaliendorf-Aalfang;3872;Hauptstra�e 190;48,8307177;15,0852477;118938988;substation;Umspannwerk Gmünd;110000;EVN;Gmünd;10456,29712
MULTILINESTRING ((490425.83204977 5329987.55029313,490087.362780361 5328757.49474178));Amstetten;3363;Rathausstra�e 1;48,1230741;14,8713459;90060333;substation;Umspannwerk Amstetten;;Stadtwerke Amstetten;Amstetten;1275,773532
MULTILINESTRING ((624050.593730807 5337426.13174515,633651.482561956 5342638.49818779));Andlersdorf;2301;Andlersdorf 22;48,177957;16,6687497;329923256;substation;Umspannwerk Lassee;;EVN;Lasse;10924,55172
MULTILINESTRING ((635389.964540049 5360280.71625866,626961.377531279 5355952.60991305));Angern_an_der_March;2261;Bahnstra�e 5 ;48,3811545;16,8285339;96346322;substation;Umspannwerk Gänserndorf;110000;EVN;Gänserndorf;9474,892269
MULTILINESTRING ((528309.279859118 5301203.07510413,519918.330124153 5303024.91094829));Annaberg;3222;Annaberg 14;47,86354261;15,37850703;122763233;substation;Umspannwerk Erlaufboden;110000;EVN;Mitterbach am Erlaufsee;8586,449982
MULTILINESTRING ((496721.995545044 5371232.87581357,499339.85570147 5379892.91867076));Arbesbach;3920;Hauptplatz 35;48,49420945;14,95563085;97379897;substation;Umspannwerk Groß-Gerungs;110000;;Groß Gerungs;9047,073233
MULTILINESTRING ((487156.640552203 5336401.41770159,490087.362780361 5328757.49474178));Ardagger;3321;Markt 55;48,1807215;14,8272223;90060333;substation;Umspannwerk Amstetten;;Stadtwerke Amstetten;Amstetten;8186,494426
MULTILINESTRING ((515578.713518858 5344013.29864006,520028.208511981 5340571.50839357));Artstetten-P�bring;3661;Artstetten 8;48,24914279;15,20985499;30244554;substation;Umspannwerk Bergern;110000;"EVN;Verbund Austrian Power Grid AG";Zelking-Matzleinsdorf;5625,293396
MULTILINESTRING ((481302.548204056 5324432.00092888,485982.075833861 5323294.83429887));Aschbach-Markt;3361;Rathausplatz 1;48,0728885;14,74899495;30222212;substation;Umspannwerk Ulmerfeld-Hausmening;110000;EVN;Amstetten;4815,716643
MULTILINESTRING ((582018.085439428 5267330.28992184,584654.270618364 5273644.04281021));Aspang-Markt;2870;Hauptplatz 12;47,5542103;16,0901518;96998954;substation;Umspannwerk Edlitz;110000;;Edlitz;6841,998819
MULTILINESTRING ((581602.739269321 5267300.09571323,584654.270618364 5273644.04281021));Aspangberg-Sankt_Peter;2873;Sonneck 4;47,553991;16,0846266;96998954;substation;Umspannwerk Edlitz;110000;;Edlitz;7039,709393
MULTILINESTRING ((610471.888648915 5382492.82818833,616265.004017724 5379833.17682198));Asparn_an_der_Zaya;2151;Asparn a. d. Zaya 169;48,58577195;16,4980031;128734659;substation;Umspannwerk Mistelbach;110000;;Mistelbach;6374,474964
MULTILINESTRING ((568782.530282501 5343753.51899601,567323.359915185 5339589.64881279));Asperhofen;3041;Gemeindeplatz 1;48,2432648;15,92644171;42330333;substation;Umspannwerk Neulengbach;110000;;Neulengbach;4412,141551
MULTILINESTRING ((494643.782269743 5329659.57710381,493246.748844234 5328765.66501958));Atzbach;4904;Am Ortsplatz 3/1;48,1201728;14,9280292;97392181;substation;Umspannwerk Amstetten-Ost;110000;;Amstetten;1658,547921
MULTILINESTRING ((567104.369896421 5349124.29205133,565613.633203322 5353239.92441524));Atzenbrugg;3452;Wachauer Stra�e 5;48,29175825;15,90469366;59531071;substation;Umspannwerk Dürnrohr;"380000;220000;110000";"EVN;Verbund Austrian Power Grid AG";Zwentendorf an der Donau;4377,296614
MULTILINESTRING ((616279.684873228 5309102.76689463,617065.104810541 5315133.45936735));Au_am_Leithaberge;2451;Hauptplatz 10;47,9246931;16,5565582;96596880;substation;Umspannwerk Wasenbruck;110000;;Mannersdorf am Leithagebirge;6081,622824
MULTILINESTRING ((621264.50578372 5359105.55614688,620459.367227897 5355185.91406213));Auersthal;2214;Hauptstra�e 88;48,37345985;16,63750667;123444716;substation;Umspannwerk Bockfließ;110000;EVN;Bockfließ;4001,479997
MULTILINESTRING ((641733.972834405 5332942.19445771,642819.547830474 5331645.08737608));Bad_Deutsch-Altenburg;2405;Erhardgasse 2;48,1339392;16,9050078;83643796;substation;Umspannwerk Deutsch-Altenburg;110000;;Bad Deutsch-Altenburg;1691,437215
MULTILINESTRING ((591079.919585288 5286784.97793979,587604.513250931 5284131.5855979));Bad_Erlach;2833;Fabriksgasse 1;47,7280116;16,214622;99761299;substation;Umspannwerk Pitten;110000;EVN;Seebenstein;4372,521024
MULTILINESTRING ((587338.336116801 5298246.91536238,588792.201931584 5300229.93043453));Bad_Fischau-Brunn;2700;Wr. Neust�dter Str. 1;47,8316366;16,1670415;123121995;substation;Umspannwerk Wöllersdorf-Steinabrückl;110000;;Wöllersdorf-Steinabrückl;2458,876691
MULTILINESTRING ((487053.278292682 5386255.03601832,499339.85570147 5379892.91867076));Bad_Gro�pertholz;3973;Bad Gro�pertholz 138;48,6292279;14,8242937;97379897;substation;Umspannwerk Groß-Gerungs;110000;;Groß Gerungs;13836,05874
MULTILINESTRING ((618328.61202386 5367844.25609334,615960.627085338 5370207.49987302));Bad_Pirawarth;2222;Prof.-Knesl-Platz 1;48,4526046;16,6003427;478850561;substation;Umspannwerk Gaweinstal;;;Gaweinstal;3345,48559
MULTILINESTRING ((592876.350711939 5260998.1804931,584654.270618364 5273644.04281021));Bad_Sch�nau;2853;Kurhausstra�e 8;47,4957852;16,2331072;96998954;substation;Umspannwerk Edlitz;110000;;Edlitz;15083,78052
MULTILINESTRING ((508392.252379852 5364578.02616551,517850.003045043 5368984.83979065));Bad_Traunstein;3632;Wiegensteinstra�e 2;48,434292;15,113459;90866864;substation;Umspannwerk Sallingberg;110000;;Sallingberg;10434,03345
MULTILINESTRING ((590719.417685401 5313166.6209278,588571.474215591 5308571.27038072));Bad_V�slau;2540;Schlossplatz 1;47,9653761;16,2153476;69859724;substation;Umspannwerk Enzesfeld;110000;Wien Energie;Enzesfeld-Lindabrunn;5072,564223
MULTILINESTRING ((592043.01876755 5317903.18610997,595814.06644718 5318215.97600282));Baden;2500;Hauptplatz 1;48,0077931;16,23409075;33624954;substation;Umspannwerk Traiskirchen;110000;;Traiskirchen;3783,997637
MULTILINESTRING ((500197.060845621 5359755.60459936,517850.003045043 5368984.83979065));B�rnkopf;3633;B�rnkopf 103;48,3909628;15,0026619;90866864;substation;Umspannwerk Sallingberg;110000;;Sallingberg;19919,96864
MULTILINESTRING ((461436.928964333 5320776.33716384,460839.906720526 5330320.70825298));Behamberg;4441;Behamberg 30;48,03910747;14,48264573;27763479;substation;Umspannwerk Ernsthofen;"380000;220000;110000";Austrian Power Grid AG;Ernsthofen;9563,025413
MULTILINESTRING ((651799.169611613 5329784.14967228,642819.547830474 5331645.08737608));Berg;2413;Hauptstra�e 33;48,103223;17,039081;83643796;substation;Umspannwerk Deutsch-Altenburg;110000;;Bad Deutsch-Altenburg;9170,425098
MULTILINESTRING ((540538.678849518 5358036.07755826,544872.167151988 5361673.36285132));Bergern_im_Dunkelsteinerwald;3512;Unterbergern 29;48,3741906;15,547418;94239516;substation;Umspannwerk Mitterau (i.b.);110000;EVN;Krems an der Donau;5657,646611
MULTILINESTRING ((513606.121080665 5333608.49074305,509992.25777215 5328638.23432837));Bergland;3254;Bergland 1;48,155578;15,18294945;128228754;substation;Umspannwerk Wieselburg-Land (i.b.);;;Wieselburg-Land;6145,197868
MULTILINESTRING ((582827.725990384 5310894.54180667,581972.182365645 5311740.72990095));Berndorf;2560;Karl-Kislinger-Platz 2�3;47,9460074;16,1092083;584431023;substation;Umspannwerk Pottenstein;110000;EVN;Pottenstein;1203,324223
MULTILINESTRING ((637573.53672293 5394876.66730095,632629.820581465 5385204.50777335));Bernhardsthal;2275;Hauptstra�e 65;48,69175435;16,86943041;96616299;substation;Umspannwerk Neusiedl an der Zaya;110000;;Neusiedl an der Zaya;10862,36619
MULTILINESTRING ((478177.783475076 5319591.26926311,480722.734061937 5315033.5917806));Biberbach;3361;Im Ort 279;48,0292372;14,7072938;96855956;substation;Umspannwerk Gerstl;110000;;Sonntagberg;5220,076391
MULTILINESTRING ((600231.424748789 5326460.50071072,597432.934043249 5326216.24325114));Biedermannsdorf;2362;Ortsstra�e 46;48,0835313;16,34585293;25541069;substation;Umspannwerk Wr. Neudorf;110000;;Wiener Neudorf;2809,130103
MULTILINESTRING ((600906.886309168 5354036.74852383,598137.962846457 5353076.46113575));Bisamberg;2102;Hauptstra�e 2;48,3314546;16,3614793;26281610;substation;Umspannwerk Klosterneuburg (i.b.);;;Klosterneuburg;2930,714761
MULTILINESTRING ((535009.754140001 5330110.28652382,529072.523293099 5326300.27710733));Bischofstetten;3232;Kirchenplatz 3;48,1232875;15,4704505;91062369;substation;Umspannwerk Kilb (i.b.);110000;;Kilb;7054,564613
MULTILINESTRING ((499234.816810366 5330583.43873317,503557.09731282 5332607.39793134));Blindenmarkt;3372;Hauptstra�e 17;48,12850685;14,98971667;30076588;substation;Umspannwerk Ybbsfeld;"220000;110000";;St. Martin-Karlsbach;4772,684735
MULTILINESTRING ((597328.921102159 5309004.2021276,601405.021018855 5309331.52979715));Blumau-Neuri�hof;2602;Anton-Rauch-Platz 4a;47,92696445;16,30292925;675291183;substation;Umspannwerk WP Pottendorf;;Wiener Netze;Pottendorf;4089,221678
MULTILINESTRING ((618776.93461107 5357522.97424529,620459.367227897 5355185.91406213));Bockflie�;2213;Hauptstra�e 56;48,3597007;16,6034824;123444716;substation;Umspannwerk Bockfließ;110000;EVN;Bockfließ;2879,657933
MULTILINESTRING ((556636.101825339 5338572.34272855,551198.53316682 5341527.96997473));B�heimkirchen;3071;Marktplatz 2;48,19785645;15,76216415;27797285;substation;Umspannwerk Pottenbrunn;"380000;110000";EVN;St. Pölten;6188,932487
MULTILINESTRING ((565621.266884959 5327162.2669626,557293.112612108 5320301.97898471));Brand-Laaben;3053;Laaben 100;48,09434751;15,88130647;91117108;substation;Umspannwerk Hainfeld;110000;EVN;Hainfeld;10789,889
MULTILINESTRING ((499554.755716263 5409570.42738255,499158.411928232 5400963.12544329));Brand-Nagelberg;3871;Hauptstra�e 117 ;48,8391078;14,99393217;118938988;substation;Umspannwerk Gmünd;110000;EVN;Gmünd;8616,422406
MULTILINESTRING ((585573.809458624 5287267.59011705,582775.550491438 5286421.36217082));Breitenau;2624;Neunkirchner Stra�e 21;47,7331067;16,1413041;99761298;substation;Umspannwerk Hohe Wand;110000;;Neunkirchen;2923,414952
MULTILINESTRING ((588871.017675839 5331767.09105854,591900.288804487 5339350.78106016));Breitenfurt_bei_Wien;2384;Hirschentanzstra�e 3;48,1329496;16,1944538;26209260;Wien Energie GmbH;Umspannwerk Wien West;;;Wien;8166,323384
MULTILINESTRING ((561656.186867395 5278772.4966401,570048.568443631 5279373.52213075));Breitenstein;2641;Hauptstra�e 19;47,6594075;15,82115257;96989592;substation;Umspannwerk Hart;110000;;Gloggnitz;8413,875454
MULTILINESTRING ((591101.573591163 5279754.15785286,587604.513250931 5284131.5855979));Bromberg;2822;Markt 2;47,6647618;16,2134422;99761299;substation;Umspannwerk Pitten;110000;EVN;Seebenstein;5602,794364
MULTILINESTRING ((632680.771392512 5320658.82861423,631762.82500943 5321571.2805801));Bruck_an_der_Leitha;2460;Hauptplatz 16;48,0254306;16,7795744;19881598;substation;Umspannwerk Bruck an der Leitha;110000;;Bruck an der Leitha;1294,292916
MULTILINESTRING ((595569.97885439 5328991.22974729,597432.934043249 5326216.24325114));Brunn_am_Gebirge;2345;Franz Anderle Platz 1;48,1070106;16,2838449;25541069;substation;Umspannwerk Wr. Neudorf;110000;;Wiener Neudorf;3342,327346
MULTILINESTRING ((538184.262032009 5393515.51307721,546604.785141888 5388485.62309542));Brunn_an_der_Wild;3595;Schulstra�e 4;48,6935098;15,5188775;88180087;substation;Umspannwerk Horn;;;Horn;9808,414891
MULTILINESTRING ((574509.370912707 5283727.36064374,577352.902013717 5284630.70752574));Buchbach;2640;Buchbacherstra�e 75;47,7026304;15,993156;128191035;substation;Umspannwerk Schöller;;;Ternitz;2983,572475
MULTILINESTRING ((572346.087180381 5285661.75036551,577352.902013717 5284630.70752574));B�rg-V�stenhof;2630;B�rg 62;47,7202788;15,96464639;128191035;substation;Umspannwerk Schöller;;;Ternitz;5111,872858
MULTILINESTRING ((556249.293300242 5382968.1590495,561261.051543603 5390367.76142984));Burgschleinitz-K�hnring;3713;Burgschleinitz 13;48,59726538;15,76290766;95211290;substation;Umspannwerk Eggenburg;110000;;Röschitz;8937,104457
MULTILINESTRING ((615661.185584832 5350698.33021893,620459.367227897 5355185.91406213));Deutsch-Wagram;2232;Bahnhofstra�e 1;48,29890295;16,55956337;123444716;substation;Umspannwerk Bockfließ;110000;EVN;Bockfließ;6569,699828
MULTILINESTRING ((527977.807989712 5404654.11566723,520264.74928276 5406037.88787496));Dietmanns;3813;Schulgasse 13�15;48,7942518;15,38094457;88285465;substation;Umspannwerk Waidhofen an der Thaya;110000;;Waidhofen an der Thaya;7836,204447
MULTILINESTRING ((523541.742184352 5418184.26650479,520264.74928276 5406037.88787496));Dobersberg;3843;Schlo�gasse 1;48,9161488;15,3213224;88285465;substation;Umspannwerk Waidhofen an der Thaya;110000;;Waidhofen an der Thaya;12580,66756
MULTILINESTRING ((498743.687995177 5352631.00532506,519038.711898816 5349895.53807386));Dorfstetten;4392;Forstamt 82;48,32686425;14,983051;90904770;substation;Umspannwerk Am Schuss;;EVN;Weiten;20478,54429
MULTILINESTRING ((620975.276478116 5401714.62447479,620039.813322047 5390434.16769948));Drasenhofen;2165;Br�nner Stra�e 43;48,7566821;16,645993;80855358;substation;Umspannwerk Poysdorf;110000;;Poysdorf;11319,17826
MULTILINESTRING ((545537.995916058 5412961.03103057,546604.785141888 5388485.62309542));Drosendorf-Zissersdorf;2095;Hauptplatz 1;48,8679373;15,6209542;88180087;substation;Umspannwerk Horn;;;Horn;24498,64553
MULTILINESTRING ((640447.962674989 5378033.92767,632629.820581465 5385204.50777335));Dr�sing;2265;Hauptstra�e 8;48,539677;16,902766;96616299;substation;Umspannwerk Neusiedl an der Zaya;110000;;Neusiedl an der Zaya;10608,51379
MULTILINESTRING ((542342.935873861 5368119.01606502,544872.167151988 5361673.36285132));Dro�;3552;Schlo�stra�e 250;48,464779;15,5727989;94239516;substation;Umspannwerk Mitterau (i.b.);110000;EVN;Krems an der Donau;6924,121331
MULTILINESTRING ((531245.612227782 5344269.85491841,520028.208511981 5340571.50839357));Dunkelsteinerwald;3392;Gemeindeplatz 1;48,2508721;15,4209124;30244554;substation;Umspannwerk Bergern;110000;"EVN;Verbund Austrian Power Grid AG";Zelking-Matzleinsdorf;11811,3468
MULTILINESTRING ((636648.437898845 5370567.00219755,630142.947329199 5369769.32549777));D�rnkrut;2263;Schlo�platz 1;48,47337575;16,84887437;87325780;substation;Umspannwerk Spannberg;;EVN;Spannberg;6554,212056
MULTILINESTRING ((538502.127723004 5360394.51897823,544872.167151988 5361673.36285132));D�rnstein;3601;D�rnstein 25;48,3955352;15,52013459;94239516;substation;Umspannwerk Mitterau (i.b.);110000;EVN;Krems an der Donau;6497,141216
MULTILINESTRING ((602618.16491572 5303503.99067727,601337.091861481 5302952.3288152));Ebenfurth;2603;Hauptstra�e 39;47,87666635;16,37240665;95094291;substation;Umspannwerk Ebenfurth;110000;;Ebenfurth;1394,80428
MULTILINESTRING ((632523.691414552 5366458.41833546,630142.947329199 5369769.32549777));Ebenthal;2251;Stillfriederstra�e 1;48,4373139;16,7917939;87325780;substation;Umspannwerk Spannberg;;EVN;Spannberg;4077,995664
MULTILINESTRING ((613303.842643514 5322619.37145412,609054.472060721 5320397.76164362));Ebergassing;2435;Schwadorfer Stra�e 9;48,046795;16,5203039;25539735;substation;Umspannwerk Moosbrunn;110000;;Moosbrunn;4795,070437
MULTILINESTRING ((604458.905699239 5313094.71664369,602604.345242865 5314148.10230151));Ebreichsdorf;2442;Rathausplatz 1;47,96263455;16,39934186;122669259;substation;Umspannwerk Ebreichsdorf;110000;;Ebreichsdorf;2132,842195
MULTILINESTRING ((516009.602582056 5396320.07448685,520264.74928276 5406037.88787496));Echsenbach;3902;Kirchenberg 6;48,7197027;15,21766357;88285465;substation;Umspannwerk Waidhofen an der Thaya;110000;;Waidhofen an der Thaya;10608,58947
MULTILINESTRING ((634290.480348187 5333966.1920844,638853.4572423 5328620.62229775));Eckartsau;2305;Hauptstra�e 1;48,1447619;16,8053377;122857785;substation;Umspannwerk Petronell;;EVN;Petronell-Carnuntum;7028,219866
MULTILINESTRING ((585788.58542663 5272249.87694976,584654.270618364 5273644.04281021));Edlitz;2840;Markt 10;47,59798;16,14121912;96998954;substation;Umspannwerk Edlitz;110000;;Edlitz;1797,322601
MULTILINESTRING ((560226.587464412 5387981.16732834,561261.051543603 5390367.76142984));Eggenburg;3730;Kremserstra�e 3;48,6419889;15,817574;95211290;substation;Umspannwerk Eggenburg;110000;;Röschitz;2601,143467
MULTILINESTRING ((598742.350294496 5301251.54703027,601337.091861481 5302952.3288152));Eggendorf;2604;Hauptplatz 1;47,8570134;16,3200717;95094291;substation;Umspannwerk Ebenfurth;110000;;Ebenfurth;3102,473607
MULTILINESTRING ((511032.722174891 5417276.65783964,520264.74928276 5406037.88787496));Eggern;3861;Marktplatz 1;48,9083335;15,1505626;88285465;substation;Umspannwerk Waidhofen an der Thaya;110000;;Waidhofen an der Thaya;14544,42418
MULTILINESTRING ((573122.558394007 5335952.71949701,567323.359915185 5339589.64881279));Eichgraben;3032;Rathausplatz 1;48,17260665;15,98354482;42330333;substation;Umspannwerk Neulengbach;110000;;Neulengbach;6845,287273
MULTILINESTRING ((507326.539420884 5418143.00804898,520264.74928276 5406037.88787496));Eisgarn;3862;Stiftsplatz 9;48,9161819;15,1000003;88285465;substation;Umspannwerk Waidhofen an der Thaya;110000;;Waidhofen an der Thaya;17718,10399
MULTILINESTRING ((524986.564213428 5343146.43382078,520028.208511981 5340571.50839357));Emmersdorf_an_der_Donau;3653;Emmersdorf 22;48,2410428;15,3365316;30244554;substation;Umspannwerk Bergern;110000;"EVN;Verbund Austrian Power Grid AG";Zelking-Matzleinsdorf;5587,086201
MULTILINESTRING ((639642.222383922 5338224.0125368,642819.547830474 5331645.08737608));Engelhartstetten;2292;Obere Hauptstra�e 2;48,1818963;16,8786427;83643796;substation;Umspannwerk Deutsch-Altenburg;110000;;Bad Deutsch-Altenburg;7306,001181
MULTILINESTRING ((462242.226796282 5340018.36133355,465232.59547092 5341348.53664221));Ennsdorf;4482;Amtshausstra�e 5;48,2122691;14,4917439;95828351;substation;Schaltwerk St. Pantaleon;110000;;St. Pantaleon-Erla;3272,86895
MULTILINESTRING ((571578.555621383 5279931.07442802,570048.568443631 5279373.52213075));Enzenreith;2632;Enzenreitherstra�e 100;47,6688088;15,9534734;96989592;substation;Umspannwerk Hart;110000;;Gloggnitz;1628,411904
MULTILINESTRING ((619655.782942359 5326724.14648308,620322.330713911 5324793.27609845));Enzersdorf_an_der_Fischa;2431;Margarethnerstra�e 19;48,0825523;16,6066488;28968803;substation;Umspannwerk Enzersdorf;;;Enzersdorf an der Fischa;2042,681173
MULTILINESTRING ((605862.76232835 5357330.67681909,606013.68076174 5353699.09377095));Enzersfeld_im_Weinviertel;2202;Hauptstra�e 36;48,3602689;16,4291532;35953425;substation;Umspannwerk Gerasdorf;110000;Wien Energie GmbH;Gerasdorf bei Wien;3634,717569
MULTILINESTRING ((588679.170574154 5308178.96889053,588571.474215591 5308571.27038072));Enzesfeld-Lindabrunn;2552;Hauptstra�e 12;47,9207964;16,1869933;69859724;substation;Umspannwerk Enzesfeld;110000;Wien Energie;Enzesfeld-Lindabrunn;406,8156399
MULTILINESTRING ((513720.631522648 5336762.91000672,520028.208511981 5340571.50839357));Erlauf;3253;Melker Stra�e 1;48,18395545;15,18459098;30244554;substation;Umspannwerk Bergern;110000;"EVN;Verbund Austrian Power Grid AG";Zelking-Matzleinsdorf;7368,239216
MULTILINESTRING ((600455.976010633 5375831.26814621,616265.004017724 5379833.17682198));Ernstbrunn;2115;Hauptplatz 1;48,52754595;16,36062104;128734659;substation;Umspannwerk Mistelbach;110000;;Mistelbach;16307,68652
MULTILINESTRING ((461507.81444908 5330482.99573907,460839.906720526 5330320.70825298));Ernsthofen;4300;Hauptstra�e 21;48,12643955;14,48272186;27763479;substation;Umspannwerk Ernsthofen;"380000;220000;110000";Austrian Power Grid AG;Ernsthofen;687,3412268
MULTILINESTRING ((472492.607078519 5313815.97337085,480722.734061937 5315033.5917806));Ertl;3355;Hauptplatz 1;47,9770573;14,6314091;96855956;substation;Umspannwerk Gerstl;110000;;Sonntagberg;8319,710617
MULTILINESTRING ((542477.648980435 5322227.40838455,545884.521360537 5321481.39752931));Eschenau;3153;Hauptplatz 1;48,0519138;15,5700129;90073458;substation;Umspannwerk Traisen;110000;EVN;Traisen;3487,593957
MULTILINESTRING ((494912.995254657 5325497.62090884,493246.748844234 5328765.66501958));Euratsfeld;3324;Marktplatz 1;48,0827298;14,9316962;97392181;substation;Umspannwerk Amstetten-Ost;110000;;Amstetten;3668,308794
MULTILINESTRING ((616495.225754262 5397508.96306231,620039.813322047 5390434.16769948));Falkenstein;2162;Marktstra�e 60;48,7197167;16,5838732;80855358;substation;Umspannwerk Poysdorf;110000;;Poysdorf;7913,079707
MULTILINESTRING ((604053.578699358 5390151.85130863,601752.762771096 5396680.66349098));Fallbach;2133;Fallbach 30;48,65575235;16,4129205;96193588;substation;Umspannwerk Laa an der Thaya;110000;;Laa an der Thaya;6922,36538
MULTILINESTRING ((579242.162848735 5272279.7487234,584654.270618364 5273644.04281021));Feistritz_am_Wechsel;2880;Feistritz am Wechsel 17;47,599082;16,0541553;96998954;substation;Umspannwerk Edlitz;110000;;Edlitz;5581,416385
MULTILINESTRING ((592902.086124576 5303923.67559499,588792.201931584 5300229.93043453));Felixdorf;2603;Hauptstra�e 31;47,881921;16,24258817;123121995;substation;Umspannwerk Wöllersdorf-Steinabrückl;110000;;Wöllersdorf-Steinabrückl;5525,839429
MULTILINESTRING ((560777.164040225 5365196.83257875,565131.734361793 5364231.29226894));Fels_am_Wagram;3481;Wiener Stra�e 15;48,4369812;15,8217231;106810629;substation;Umspannwerk Kirchberg am Wagram (I.b.);110000;;Kirchberg am Wagram;4460,330792
MULTILINESTRING ((498806.764175024 5326742.55337898,493246.748844234 5328765.66501958));Ferschnitz;3372;Marktplatz 1;48,0939497;14,9839748;97392181;substation;Umspannwerk Amstetten-Ost;110000;;Amstetten;5916,650335
MULTILINESTRING ((619927.483149215 5330694.08926358,620322.330713911 5324793.27609845));Fischamend;2401;Gregerstra�e 1;48,1182048;16,6114112;28968803;substation;Umspannwerk Enzersdorf;;;Enzersdorf an der Fischa;5914,008844
MULTILINESTRING ((524341.62192234 5314397.06367662,519918.330124153 5303024.91094829));Frankenfels;3213;Markt 10;47,9824137;15,3262042;122763233;substation;Umspannwerk Erlaufboden;110000;EVN;Mitterbach am Erlaufsee;12202,10506
MULTILINESTRING ((572707.000816801 5313803.83803344,577563.725219439 5317265.27315869));Furth_an_der_Triesting;2564;2564 Furth an der Triesting 2;47,9734082;15,9741877;257384535;substation;Umspannwerk Neuhaus;110000;EVN;Weissenbach an der Triesting;5964,000759
MULTILINESTRING ((545454.469098684 5358056.3742801,544872.167151988 5361673.36285132));Furth_bei_G�ttweig;3511;Obere Landstra�e 65;48,3740382;15,6137973;94239516;substation;Umspannwerk Mitterau (i.b.);110000;EVN;Krems an der Donau;3663,561366
MULTILINESTRING ((589937.472694499 5323205.66891407,595814.06644718 5318215.97600282));Gaaden;2531;Hauptstra�e 29;48,05578945;16,2069801;33624954;substation;Umspannwerk Traiskirchen;110000;;Traiskirchen;7709,175668
MULTILINESTRING ((585682.006886616 5342388.57507313,591900.288804487 5339350.78106016));Gablitz;3003;Linzer Stra�e 99;48,2289281;16,15374385;26209260;Wien Energie GmbH;Umspannwerk Wien West;;;Wien;6920,637433
