wkt_geom;osm_id;cables;name;voltage;wires;ref;operator;length;;;;;;;;;;;
LineString (15.97092939999999928 47.26434599999998909, 15.9709772000000001 47.26400019999999813, 15.96986080000000108 47.26325880000000268, 15.9687607000000007 47.26180149999999713, 15.96770320000000254 47.26037120000000158, 15.96661839999999799 47.2588916999999924, 15.96535049999999778 47.25717039999999969, 15.96557619999999922 47.25603720000000152, 15.96583550000000074 47.25470249999999339, 15.96609480000000048 47.2532426000000072, 15.96635940000000176 47.25189100000000764, 15.9660309999999992 47.25061779999999345, 15.96568949999999987 47.24929370000001683, 15.96536310000000114 47.24802790000000385, 15.96489750000000107 47.24622260000000296, 15.9644396000000004 47.24444680000000574, 15.96398589999999906 47.24268740000000832, 15.96353270000000002 47.24092989999999048, 15.96313260000000156 47.23937819999999732, 15.96267319999999934 47.23759640000000104, 15.96224989999999977 47.2359545000000054, 15.9617983999999975 47.2342033999999984, 15.9622667000000007 47.23267090000000223, 15.96270909999999965 47.23122319999999519, 15.96316760000000023 47.22972259999998812, 15.96362019999999937 47.22824129999999343, 15.96420049999999868 47.22634199999999538, 15.96520130000000215 47.22480749999999716, 15.96616640000000231 47.22332759999999752, 15.96717909999999918 47.22177469999999744, 15.96835899999999953 47.21996519999999009, 15.96954089999999837 47.21815279999999859, 15.97062479999999951 47.21645809999998988);99725612;2.0;"Hartberg - Fürstenfeld;Hartberg - Unterrohr";110000;1;138/9;STEWEAG;5595,78;;;;;;;;;;;
LineString (15.15901769999999971 47.01862849999999838, 15.15911909999999807 47.01919600000000088, 15.15894589999999909 47.02072760000000784, 15.15718739999999976 47.02222129999998401, 15.15585640000000112 47.02334340000000878, 15.14984320000000118 47.02840349999999603, 15.14723010000000158 47.03060779999999141, 15.14555849999999992 47.03201770000001147, 15.1445146000000026 47.03403860000000947, 15.14338429999999924 47.03622649999999084, 15.14215959999999939 47.03859720000000522, 15.1413732999999997 47.04011060000000555, 15.14050079999999987 47.041766999999993, 15.13962689999999967 47.04343300000000028, 15.13865200000000044 47.0452914999999976, 15.1376962000000006 47.04720139999999873, 15.13479620000000025 47.04868880000000075, 15.13151930000000078 47.04990260000000291, 15.13148799999999916 47.05256529999999771);96683135;2.0;Arnstein - Voitsberg;110000;1;130/3;;4493,83;;;;;;;;;;;
LineString (14.51780139999999797 47.89213979999999538, 14.51919020000000238 47.89277629999999419, 14.52270470000000024 47.89256619999999032, 14.52626449999999991 47.89234859999999827, 14.52852509999999775 47.89221079999999375, 14.53074149999999953 47.89208020000000232, 14.53247529999999976 47.89196770000000924, 14.5391754000000013 47.89273839999999893, 14.54349449999999955 47.89227119999999616, 14.5462416000000001 47.89197390000000354, 14.5495473000000004 47.89233929999999617, 14.55407429999999991 47.89283819999999281, 14.55535790000000063 47.89224850000000089, 14.55897440000000032 47.8905871999999917, 14.56192789999999881 47.88979509999999351, 14.56423690000000093 47.88917589999999791, 14.56585709999999878 47.88874139999999358, 14.56846009999999936 47.88804329999999965, 14.57013760000000069 47.88759339999999298, 14.57402489999999773 47.88655089999998893, 14.57646149999999885 47.8858973999999975, 14.5794315000000001 47.88510080000000357, 14.58215170000000072 47.8843711999999968, 14.58437100000000264 47.88377599999999035, 14.5865336999999986 47.88319589999999693, 14.58795469999999739 47.88105399999999889, 14.5905219000000006 47.87718410000000091, 14.59261229999999898 47.87639080000001002, 14.59638670000000005 47.87495859999999226, 14.59901790000000155 47.8739600999999908, 14.59959859999999843 47.87183180000000959, 14.60057879999999919 47.86823869999999204, 14.60161690000000156 47.86443349999998986, 14.60303169999999895 47.85924680000000109, 14.60379470000000168 47.85644949999999653, 14.60440280000000257 47.85421980000000275, 14.60995349999999782 47.85285899999999515, 14.61371019999999987 47.85194279999999623, 14.61708329999999911 47.85107790000000705, 14.62120140000000212 47.85008219999998857, 14.62430589999999953 47.84929920000000436, 14.62734090000000009 47.84929030000000694, 14.6295252999999974 47.84928390000001031, 14.63093530000000086 47.84767319999999557, 14.63143349999999998 47.84710419999998265, 14.63132750000000115 47.84518890000000368, 14.63116849999999936 47.84231810000001417, 14.63108629999999977 47.84083479999999611, 14.63092890000000068 47.83799239999999031, 14.63079500000000088 47.83557539999998198, 14.6306736000000015 47.83338309999999183, 14.63057359999999996 47.8315776000000028, 14.63048560000000009 47.82998809999999423, 14.63038550000000093 47.82750469999998444, 14.63136820000000071 47.82509620000000439, 14.63238700000000136 47.82259890000000979, 14.63290149999999912 47.82133799999999724, 14.63407349999999951 47.81846500000000333, 14.63490999999999964 47.81641429999999104, 14.6359496999999994 47.81386570000000091, 14.63675259999999945 47.81189740000000654, 14.63790140000000228 47.80908089999999788, 14.63904229999999984 47.80628349999999926, 14.63997640000000011 47.80399319999999364, 14.64091089999999973 47.80170180000000357, 14.64158819999999928 47.80004089999999906, 14.64466579999999851 47.7983887999999979, 14.64568540000000141 47.79606699999998654, 14.64672080000000065 47.79370930000000328, 14.6475951000000002 47.79171830000000654, 14.64869489999999885 47.78921350000000245, 14.64953030000000034 47.78731089999999426, 14.65029089999999989 47.7855785999999938, 14.65129289999999784 47.783296600000007, 14.65186050000000151 47.77870109999999926, 14.65148890000000037 47.7747156000000075, 14.65054669999999781 47.77158419999999239, 14.6515499000000009 47.76873669999999805, 14.65195809999999987 47.7668280999999979, 14.65245930000000207 47.76448429999999234, 14.65314599999999778 47.76127280000000042, 14.6538231000000021 47.75810640000000262, 14.65294710000000222 47.75651439999999326, 14.65172470000000082 47.75429270000000059, 14.65018990000000088 47.75150299999999959, 14.64944350000000206 47.75014640000000554, 14.64846499999999985 47.74836770000000286, 14.64747239999999984 47.74656340000000654, 14.64671560000000206 47.74518770000000245, 14.64815800000000223 47.74404220000000265, 14.65003809999999973 47.74254910000000507, 14.6515330999999982 47.74136169999999879, 14.65327270000000226 47.73998010000000392, 14.6579478000000023 47.73889849999999058, 14.6615164999999994 47.73807289999999881, 14.66516729999999846 47.73722829999999817, 14.66682860000000233 47.73426299999999145, 14.66737859999999749 47.73328139999999564, 14.66889590000000076 47.73057299999999259, 14.67092979999999791 47.72825069999998249, 14.67270120000000233 47.72622810000000015, 14.67459009999999964 47.72407119999998315, 14.6758489999999977 47.72263369999999583, 14.67727690000000074 47.72100309999999723, 14.6785130999999982 47.71959139999999877, 14.68049049999999944 47.71733319999999878, 14.6821684000000019 47.71541689999999392, 14.68391839999999959 47.71341819999999956);96714658;2.0;Sattlerstraße;110000;1;150/1;;27829,18;;;;;;;;;;;
LineString (14.90619990000000072 47.5429081999999994, 14.90605709999999995 47.54199449999998706);96702432;2.0;;110000;1;150/2;;102,11;;;;;;;;;;;
LineString (14.68391839999999959 47.71341819999999956, 14.6839618999999999 47.71346809999999294);96826420;1.0;;110000;1;150/8;;6,43;;;;;;;;;;;
LineString (14.68941949999999963 47.70365179999999583, 14.68964090000000056 47.70410930000000604, 14.68831780000000009 47.70679229999999649, 14.68704119999999946 47.70782360000000466, 14.68528530000000032 47.7105980000000045, 14.68389940000000138 47.71280540000000059, 14.6837977999999989 47.71322610000000708);96826418;1.0;;110000;1;151/7;;1166,26;;;;;;;;;;;
LineString (14.75059279999999973 47.65058929999999293, 14.75124740000000045 47.64887070000001046, 14.75007929999999945 47.64659430000000384, 14.7487490999999995 47.64394719999999239, 14.74759590000000209 47.64160809999999913, 14.74703490000000095 47.63951279999999855, 14.74651970000000034 47.63758880000001028, 14.74581249999999955 47.63494739999999439, 14.74525830000000148 47.63285770000000241, 14.74480620000000108 47.63115270000000123, 14.74683639999999762 47.62818909999999306, 14.74887119999999818 47.62521850000000256, 14.7508272999999992 47.62229519999999638, 14.7525673000000026 47.61983940000000359, 14.75210410000000216 47.61806219999999712, 14.75157250000000175 47.6160109999999861, 14.75097539999999974 47.61368019999999035, 14.75039010000000239 47.61143560000000008, 14.74960650000000051 47.61046460000000025);96763011;1.0;;110000;1;151/0;;4687,65;;;;;;;;;;;
LineString (14.25447040000000065 47.56668639999999471, 14.25528330000000032 47.56617520000000354, 14.25802099999999939 47.56547880000000816, 14.2602764999999998 47.56522009999998346, 14.26316220000000001 47.56450350000000071, 14.26578699999999955 47.56384499999999349, 14.2694472999999995 47.56293389999999022, 14.27265530000000027 47.56214109999999806, 14.27641479999999952 47.56119790000000336, 14.28028660000000016 47.56023389999998585, 14.2846484000000018 47.55914810000000159, 14.28802770000000244 47.55830590000000768, 14.29126970000000085 47.55750700000000109, 14.29365939999999924 47.5575048000000038, 14.2961404000000023 47.55866589999999405, 14.29898150000000001 47.5600024000000019, 14.30216019999999943 47.56152050000000031, 14.30476679999999945 47.5627438000000069, 14.30732159999999986 47.56398229999999216, 14.30966870000000135 47.56518539999999007, 14.31163019999999975 47.56625820000000715, 14.31206509999999987 47.56827710000001019, 14.31249410000000033 47.57058699999998908, 14.31300240000000024 47.57354279999998425, 14.31357269999999993 47.57647880000000384, 14.31530270000000016 47.57780240000000305, 14.31795600000000057 47.57917450000000059, 14.32033969999999989 47.58040710000000928, 14.32298280000000013 47.58177379999999346, 14.32398560000000032 47.58141529999999619, 14.32744650000000064 47.58264569999999338, 14.33058160000000036 47.58376940000000843, 14.33407950000000142 47.58468689999999413, 14.33826039999999935 47.58578349999999801, 14.34232380000000084 47.58685890000000285, 14.3467210000000005 47.58795399999999631);96826423;1.0;Liezen - Ardning;110000;1;151/1C;;8819,94;;;;;;;;;;;
LineString (14.68328829999999741 47.71365280000000553, 14.6827223 47.71407560000000814);96826422;2.0;;110000;1;151/1A;;63,33;;;;;;;;;;;
LineString (15.71455900000000128 47.09183740000000995, 15.71346070000000061 47.09130219999999412, 15.71001180000000019 47.08946060000000244, 15.70639129999999994 47.08751519999999147, 15.70333360000000056 47.08587219999999007, 15.69963070000000016 47.08388229999999908, 15.69602840000000121 47.08194650000000792, 15.69273139999999778 47.08017470000001481, 15.68638960000000004 47.0772713000000067, 15.68081150000000079 47.07471739999999016, 15.67499330000000235 47.07205339999999438, 15.66881449999999987 47.06922420000000074, 15.6650178000000011 47.0674855999999977, 15.66126470000000204 47.06576689999998564, 15.65529350000000264 47.06369329999999707, 15.65034739999999935 47.0619756000000109, 15.64640060000000155 47.06060489999999419, 15.6416176999999994 47.05894369999999327, 15.63692029999999988 47.05731220000000548, 15.63316529999999993 47.05600809999999967, 15.62756189999999989 47.0540618000000066, 15.62153660000000066 47.05196890000001275, 15.61597100000000005 47.05003560000000107, 15.6129124000000008 47.04897319999999894, 15.60664069999999981 47.04679449999999008, 15.60171429999999937 47.04508309999999227, 15.59831230000000168 47.04390119999999342, 15.59112260000000028 47.04140340000000009, 15.5866333000000008 47.0398436999999916, 15.5829758000000016 47.0390438999999887, 15.57869520000000207 47.03810779999997749, 15.57535890000000123 47.03737819999999914, 15.57174180000000163 47.03658709999999132, 15.56695260000000047 47.03553980000000934, 15.56187970000000043 47.03443039999999797, 15.55549099999999996 47.03303309999999726, 15.55158789999999946 47.03219729999999998, 15.54468960000000166 47.03068979999999044, 15.53695830000000022 47.02911669999999589, 15.53164289999999781 47.02800390000000164, 15.52684439999999988 47.02705230000000114, 15.52323089999999972 47.02639349999998331, 15.51839350000000017 47.02340029999999871, 15.51380660000000056 47.02208360000000908, 15.50879779999999997 47.02069050000000061, 15.50449189999999966 47.01949280000000186, 15.50202059999999982 47.01879259999999761, 15.50071959999999827 47.018433899999998, 15.4972733999999992 47.01747989999999788, 15.49361470000000018 47.0164535999999984);96208228;2.0;Grambach - Wünschendorf;110000;1;133/3;Stromnetz Steiermark GmbH;18913,6;;;;;;;;;;;
LineString (15.32910290000000231 47.14543950000000905, 15.33040210000000059 47.14455399999999941);96168204;1.0;;110000;1;;;139,24;;;;;;;;;;;
LineString (15.3306652000000021 47.14339250000001158, 15.33245149999999946 47.14105010000000107, 15.3342918000000008 47.13994269999998465, 15.33691259999999978 47.13836570000000137, 15.33885999999999861 47.13718059999998644, 15.34094270000000115 47.13591240000000937, 15.34316530000000256 47.13458080000000194, 15.34521600000000063 47.13333980000000167, 15.3473365000000026 47.13204339999999348, 15.34977809999999998 47.13055049999999113, 15.35139500000000012 47.12957020000000341, 15.35166950000000163 47.1281074999999916, 15.35195769999999982 47.12656750000000017, 15.35223200000000254 47.12507010000000207, 15.35254480000000044 47.12342749999999825, 15.35463490000000242 47.12236979999998709, 15.35749650000000166 47.12172139999999843, 15.36027710000000113 47.12107950000000045, 15.36279910000000193 47.12049749999999904, 15.36538010000000121 47.11990389999999707, 15.36800479999999958 47.11929990000000146, 15.36963860000000182 47.11794220000000166, 15.37133239999999823 47.11653949999999469, 15.37498509999999996 47.11464500000000299, 15.37912160000000128 47.11250689999999963, 15.38179090000000215 47.11191310000000243, 15.3841127999999987 47.11198300000000927, 15.38629350000000073 47.11204459999999017, 15.38887629999999973 47.11212159999999471, 15.3913435000000014 47.11220039999999187, 15.39433669999999843 47.11117819999999767, 15.39729850000000155 47.11017859999999047, 15.40013920000000169 47.10921830000000199, 15.40294549999999951 47.10826060000000126, 15.40595350000000074 47.10717760000000709, 15.40909959999999757 47.10603240000000369, 15.41278720000000035 47.10468949999999921, 15.41315270000000126 47.10187100000000271, 15.41343780000000052 47.09969869999999759, 15.41350060000000255 47.09922029999999893, 15.41378869999999957 47.09701650000000228, 15.41507290000000019 47.0955457000000024, 15.41591209999999812 47.09460449999999554);96168201;2.0;;110000;1;132/3A;;9245,21;;;;;;;;;;;
