WKT;fid;full_id;osm_id;osm_type;landuse;name;plant_meth;plant_outp;plant_sour;power;type;addr_city;addr_count;addr_house;addr_postc;addr_stree;addr_subur;operator;wikidata;wikipedia;alt_name;old_name;generator_;generato_1;start_date;height;website;building;name_de;name_sl;generato_2;layer;addr_place;at_bev_add;plant_ou_1;addr_hou_1;int_name;is_in;ref;ele;generato_3;man_made;waterway;natural;water;commission;heritage;heritage_o;name_etymo;name_ety_1;ref_at_bda;wikimedia_;building_m;roof_mater;at_bev_a_1;fid_2;id;name_2;osm_id_2;node_type;voltage_11;voltage_22;voltage_38;distance
MULTILINESTRING ((654592.671476583 5296903.81552152,642203.946392325 5300791.25795167));831;n2123478207;2123478207;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;W-07265-030;120.1;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;12984,32585
MULTILINESTRING ((653251.956202546 5296900.52234096,642203.946392325 5300791.25795167));832;n2123478208;2123478208;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;W-07265-021;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;11713,08432
MULTILINESTRING ((652661.217081476 5296922.02183268,642203.946392325 5300791.25795167));833;n2123478209;2123478209;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;W-07265-022;120.91;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;11150,13446
MULTILINESTRING ((654129.247105206 5296971.98567252,642203.946392325 5300791.25795167));834;n2123478210;2123478210;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;W-07265-027;119.85;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;12521,96621
MULTILINESTRING ((654984.544616202 5297232.28140696,642203.946392325 5300791.25795167));835;n2123478213;2123478213;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;W-07265-029;120.25;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;13266,87623
MULTILINESTRING ((653575.412309226 5297187.38576021,642203.946392325 5300791.25795167));836;n2123478214;2123478214;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;11928,87806
MULTILINESTRING ((654624.366792912 5297385.98734149,642203.946392325 5300791.25795167));837;n2123478215;2123478215;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;W-07265-028;120.28;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;12878,76977
MULTILINESTRING ((652392.055976642 5297418.33132605,642203.946392325 5300791.25795167));838;n2123478216;2123478216;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;W-07265-011;121.7;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;10731,92485
MULTILINESTRING ((654040.087003683 5297537.58156325,642203.946392325 5300791.25795167));839;n2123478219;2123478219;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;W-07265-019;120.45;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;12275,20406
MULTILINESTRING ((653176.098855867 5297664.4169816,642203.946392325 5300791.25795167));840;n2123478220;2123478220;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;W-07265-016;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;11408,99926
MULTILINESTRING ((653630.110479067 5297730.24769176,642203.946392325 5300791.25795167));841;n2123478222;2123478222;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;W-07265-017;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;11829,07475
MULTILINESTRING ((652678.452444886 5297745.02794328,642203.946392325 5300791.25795167));842;n2123478223;2123478223;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;W-07265-010;122.61;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;10908,47351
MULTILINESTRING ((651680.338275818 5297828.65399131,642203.946392325 5300791.25795167));843;n2123478224;2123478224;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;W-07265-038;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;9928,697062
MULTILINESTRING ((654120.959278688 5297999.80562617,642203.946392325 5300791.25795167));844;n2123478225;2123478225;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;W-07265-018;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;12239,58342
MULTILINESTRING ((652084.24123974 5298006.70894555,642203.946392325 5300791.25795167));845;n2123478226;2123478226;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;W-07265-012;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;10265,18093
MULTILINESTRING ((653128.51801015 5298078.68359687,642203.946392325 5300791.25795167));846;n2123478227;2123478227;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;W-07265-009;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;11256,30155
MULTILINESTRING ((653725.795230584 5298178.45612813,642203.946392325 5300791.25795167));847;n2123478229;2123478229;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;W-07265-008;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;11814,38674
MULTILINESTRING ((652516.956286847 5298195.66203064,642203.946392325 5300791.25795167));848;n2123478231;2123478231;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;W-07265-013;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;10634,62699
MULTILINESTRING ((651482.072906945 5298263.52469624,642203.946392325 5300791.25795167));849;n2123478232;2123478232;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;PSP015;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;9616,291751
MULTILINESTRING ((651890.996891584 5298442.18829146,642203.946392325 5300791.25795167));850;n2123478235;2123478235;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;W-07265-014;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;9967,801946
MULTILINESTRING ((653436.438170131 5298475.55552836,642203.946392325 5300791.25795167));851;n2123478236;2123478236;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;W-07265-005;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;11468,71175
MULTILINESTRING ((652947.730969243 5298560.12531404,642203.946392325 5300791.25795167));852;n2123478239;2123478239;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;W-07265-004;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;10973,00596
MULTILINESTRING ((652318.181261041 5298629.90394443,642203.946392325 5300791.25795167));853;n2123478240;2123478240;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;W-07265-015;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;10342,59146
MULTILINESTRING ((653659.123754248 5298661.16575333,642203.946392325 5300791.25795167));854;n2123478241;2123478241;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;W-07265-006;123.98;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;11651,53986
MULTILINESTRING ((651280.937545768 5298701.80697372,642203.946392325 5300791.25795167));855;n2123478242;2123478242;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;PSP012;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;9314,374579
MULTILINESTRING ((653888.44756435 5298796.04806939,642203.946392325 5300791.25795167));856;n2123478244;2123478244;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;W-07265-007;124.24;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;11853,62519
MULTILINESTRING ((651689.738430801 5298882.14488552,642203.946392325 5300791.25795167));857;n2123478245;2123478245;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;PSP013;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;9675,999344
MULTILINESTRING ((652726.198638928 5298923.05455468,642203.946392325 5300791.25795167));858;n2123478247;2123478247;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;W-07265-002;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;10686,8132
MULTILINESTRING ((650616.667539599 5298948.00905535,642203.946392325 5300791.25795167));859;n2123478248;2123478248;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;PSP005;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;8612,284459
MULTILINESTRING ((653384.173684294 5299067.5054264,642203.946392325 5300791.25795167));860;n2123478249;2123478249;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;W-07265-003;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;11312,32978
MULTILINESTRING ((652118.019881736 5299070.93245712,642203.946392325 5300791.25795167));861;n2123478250;2123478250;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;PSP014;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;10062,22505
MULTILINESTRING ((651075.366108378 5299150.16623623,642203.946392325 5300791.25795167));862;n2123478251;2123478251;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;PSP006;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;9021,932709
MULTILINESTRING ((652452.802534871 5299251.02634324,642203.946392325 5300791.25795167));863;n2123478252;2123478252;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;W-06973-020;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;10363,94547
MULTILINESTRING ((651493.713615864 5299334.66684153,642203.946392325 5300791.25795167));864;n2123478253;2123478253;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;PSP007;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;9403,267131
MULTILINESTRING ((652797.018566228 5299398.43738819,642203.946392325 5300791.25795167));865;n2123478255;2123478255;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;W-07265-001;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;10684,24668
MULTILINESTRING ((651912.946492388 5299519.86727917,642203.946392325 5300791.25795167));866;n2123478256;2123478256;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;PSP008;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;9791,890379
MULTILINESTRING ((653146.78260777 5299678.73900063,642203.946392325 5300791.25795167));867;n2123478258;2123478258;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;W-06973-013;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;10999,24374
MULTILINESTRING ((652392.77228692 5299659.90868237,642203.946392325 5300791.25795167));868;n2123478259;2123478259;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;W-06973-019;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;10251,44498
MULTILINESTRING ((650284.52822574 5299703.09929319,642203.946392325 5300791.25795167));869;n2123478260;2123478260;node;;;;;;generator;;;;;;;;;;;;;;;;;;;;;3 MW;;;;;;;;W-06973-031;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;8153,520223
MULTILINESTRING ((651187.601155065 5299755.49990555,642203.946392325 5300791.25795167));870;n2123478261;2123478261;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;9043,165797
MULTILINESTRING ((650715.361453356 5299899.91329192,642203.946392325 5300791.25795167));871;n2123478262;2123478262;node;;;;;;generator;;;;;;;;;;;;;;;;;;;;;3 MW;;;;;;;;W-06973-027;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;8557,960133
MULTILINESTRING ((651606.128314875 5299939.88231919,642203.946392325 5300791.25795167));872;n2123478263;2123478263;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;9440,649627
MULTILINESTRING ((652276.968085296 5300130.88051232,642203.946392325 5300791.25795167));873;n2123478266;2123478266;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;W-06973-018;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;10094,64533
MULTILINESTRING ((649852.613629351 5300135.50940643,642203.946392325 5300791.25795167));874;n2123478267;2123478267;node;;;;;;generator;;;;;;;;;;;;;;;;;;;;;3 MW;;;;;;;;W-06973-030;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;7676,725647
MULTILINESTRING ((653113.066269648 5300191.81994277,642203.946392325 5300791.25795167));875;n2123478268;2123478268;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;W-06973-012;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;10925,57653
MULTILINESTRING ((650307.275213338 5300185.07875256,642203.946392325 5300791.25795167));876;n2123478269;2123478269;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;W-06973-026;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;8125,97017
MULTILINESTRING ((652598.098907582 5300393.85873082,642203.946392325 5300791.25795167));877;n2123478271;2123478271;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;W-06973-011;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;10401,74662
MULTILINESTRING ((651658.658012367 5300387.42156168,642203.946392325 5300791.25795167));878;n2123478282;2123478282;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;W-06973-017;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;9463,332164
MULTILINESTRING ((650922.690402317 5300387.76852992,642203.946392325 5300791.25795167));879;n2123478286;2123478286;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;W-06973-024;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;8728,075437
MULTILINESTRING ((649328.782794622 5300467.46424769,642203.946392325 5300791.25795167));880;n2123478289;2123478289;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;W-06973-029;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;7132,190135
MULTILINESTRING ((652079.641270433 5300562.69730716,642203.946392325 5300791.25795167));881;n2123478293;2123478293;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;W-06973-010;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;9878,3394
MULTILINESTRING ((650340.834556006 5300657.25322535,642203.946392325 5300791.25795167));882;n2123478296;2123478296;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;W-06973-023;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;8137,991537
MULTILINESTRING ((649833.298970252 5300652.78374018,642203.946392325 5300791.25795167));883;n2123478299;2123478299;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;W-06973-025;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;7630,609141
MULTILINESTRING ((651143.385132526 5300745.8424599,642203.946392325 5300791.25795167));884;n2123478301;2123478301;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;W-06973-016;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;8939,554103
MULTILINESTRING ((651630.674010636 5300889.3565002,642203.946392325 5300791.25795167));885;n2123478302;2123478302;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;W-06973-009;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;9427,238032
MULTILINESTRING ((649350.842190743 5300908.12682343,642203.946392325 5300791.25795167));886;n2123478303;2123478303;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;W-06973-028;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;7147,851278
MULTILINESTRING ((652420.437103246 5300983.5729024,642203.946392325 5300791.25795167));887;n2123478306;2123478306;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;W-06973-005;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;10218,30062
MULTILINESTRING ((650719.335553405 5301041.83694726,642203.946392325 5300791.25795167));888;n2123478309;2123478309;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;W-06973-015;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;8519,075208
MULTILINESTRING ((650044.496040123 5301140.83968362,642203.946392325 5300791.25795167));889;n2123478312;2123478312;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;W-06973-022;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;7848,339071
MULTILINESTRING ((651111.671357205 5301265.85253915,642203.946392325 5300791.25795167));890;n2123478316;2123478316;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;W-06973-008;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;8920,358965
MULTILINESTRING ((651902.294341798 5301332.90916767,642203.946392325 5300791.25795167));891;n2123478319;2123478319;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;W-06973-004;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;9713,461741
MULTILINESTRING ((649502.673062683 5301376.26703388,642203.946392325 5300791.25795167));892;n2123478323;2123478323;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;W-06973-021;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;7322,134022
MULTILINESTRING ((650334.554539521 5301440.97395634,642203.946392325 5300791.25795167));893;n2123478326;2123478326;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;W-06973-014;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;8156,526205
MULTILINESTRING ((651443.243508638 5301644.15672716,642203.946392325 5300791.25795167));894;n2123478330;2123478330;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;W-06973-003;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;9278,580038
MULTILINESTRING ((650727.876818001 5301624.57557059,642203.946392325 5300791.25795167));895;n2123478333;2123478333;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;W-06973-007;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;8564,567015
MULTILINESTRING ((650067.325779447 5301863.41523785,642203.946392325 5300791.25795167));896;n2123478336;2123478336;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;W-06973-006;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;7936,136127
MULTILINESTRING ((650930.625102544 5301989.82712561,642203.946392325 5300791.25795167));897;n2123478340;2123478340;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;W-06973-002;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;8808,603146
MULTILINESTRING ((650374.2325253 5302149.08891146,642203.946392325 5300791.25795167));898;n2123478344;2123478344;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;;;;;;;;3 MW;;;;;;;;W-06973-001;;wind;;;;;;;;;;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;8282,347518
MULTILINESTRING ((649397.243519148 5327447.45596123,651048.900791148 5322638.52264918));899;n2171765892;2171765892;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;General Electric 2.5xl;;;;;;;2.5 MW;;;;;;;;Ö1;;wind;;;;;;;;;;;;;;;294;271;UW Pama;;9012;y;n;n;5084,66433
MULTILINESTRING ((649718.651816489 5327830.21734312,651048.900791148 5322638.52264918));900;n2171765902;2171765902;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;General Electric 2.5xl;;;;;;;2.5 MW;;;;;;;;Ö3;;wind;;;;;;;;;;;;;;;294;271;UW Pama;;9012;y;n;n;5359,408188
MULTILINESTRING ((635673.762337345 5325157.02051319,636987.176082947 5326887.41416177));901;n2172105986;2172105986;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;Enercon E-101;;;;;;;3.0 MW;;;;;;;;;;wind;;;;;;;;;;;;;;;239;313;UW Scharndorf;;4013;y;n;n;2172,399099
MULTILINESTRING ((635816.841371527 5325436.50257131,636987.176082947 5326887.41416177));902;n2172105987;2172105987;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;Enercon E-101;;;;;;;3.0 MW;;;;;;;;;;wind;;;;;;;;;;;;;;;239;313;UW Scharndorf;;4013;y;n;n;1864,088995
MULTILINESTRING ((635290.50816925 5325550.64578012,636987.176082947 5326887.41416177));903;n2172105988;2172105988;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;Enercon E-101;;;;;;;3.0 MW;;;;;;;;;;wind;;;;;;;;;;;;;;;239;313;UW Scharndorf;;4013;y;n;n;2160,007342
MULTILINESTRING ((635645.652521146 5325884.11527422,636987.176082947 5326887.41416177));904;n2172105990;2172105990;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;Enercon E-101;;;;;;;3.0 MW;;;;;;;;;;wind;;;;;;;;;;;;;;;239;313;UW Scharndorf;;4013;y;n;n;1675,199727
MULTILINESTRING ((636245.941401271 5325915.68221591,636987.176082947 5326887.41416177));905;n2172105991;2172105991;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;Enercon E-101;;;;;;;3.0 MW;;;;;;;;;;wind;;;;;;;;;;;;;;;239;313;UW Scharndorf;;4013;y;n;n;1222,166858
MULTILINESTRING ((635183.085583443 5325954.30425917,636987.176082947 5326887.41416177));906;n2172105992;2172105992;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;Enercon E-101;;;;;;;3.0 MW;;;;;;;;;;wind;;;;;;;;;;;;;;;239;313;UW Scharndorf;;4013;y;n;n;2031,117087
MULTILINESTRING ((635275.080563621 5326269.71082784,636987.176082947 5326887.41416177));907;n2172105993;2172105993;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;Enercon E-101;;;;;;;3.0 MW;;;;;;;;;;wind;;;;;;;;;;;;;;;239;313;UW Scharndorf;;4013;y;n;n;1820,117709
MULTILINESTRING ((635926.027348102 5326359.75575272,636987.176082947 5326887.41416177));908;n2172105995;2172105995;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;Enercon E-101;;;;;;;3.0 MW;;;;;;;;;;wind;;;;;;;;;;;;;;;239;313;UW Scharndorf;;4013;y;n;n;1185,099166
MULTILINESTRING ((635519.014597259 5326458.86755778,636987.176082947 5326887.41416177));909;n2172105996;2172105996;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;Enercon E-101;;;;;;;3.0 MW;;;;;;;;;;wind;;;;;;;;;;;;;;;239;313;UW Scharndorf;;4013;y;n;n;1529,428109
MULTILINESTRING ((634866.70270981 5326547.9065541,636987.176082947 5326887.41416177));910;n2172105997;2172105997;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;Enercon E-101;;;;;;;3.0 MW;;;;;;;;;;wind;;;;;;;;;;;;;;;239;313;UW Scharndorf;;4013;y;n;n;2147,480557
MULTILINESTRING ((635105.291459196 5326741.26803357,636987.176082947 5326887.41416177));911;n2172105998;2172105998;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;Enercon E-101;;;;;;;3.0 MW;;;;;;;;;;wind;;;;;;;;;;;;;;;239;313;UW Scharndorf;;4013;y;n;n;1887,550907
MULTILINESTRING ((635638.282525423 5326850.60017605,636987.176082947 5326887.41416177));912;n2172106000;2172106000;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;Enercon E-101;;;;;;;3.0 MW;;;;;;;;;;wind;;;;;;;;;;;;;;;239;313;UW Scharndorf;;4013;y;n;n;1349,395827
MULTILINESTRING ((600870.493937087 5309745.34813119,601397.402858223 5309339.94142803));913;n2172198536;2172198536;node;;PSP002;;;;generator;;;;;;;;;;;;;wind_turbine;Enercon E-101;;;;;;;3.0 MW;;;;;;;;2;219;wind;;;;;;;;;;;;;;;262;174;UW Pottendorf;;4036;y;n;n;664,8214844
MULTILINESTRING ((601086.132704892 5309993.10102036,601397.402858223 5309339.94142803));914;n2172198537;2172198537;node;;PSP001;;;;generator;;;;;;;;Wien Energie;;;;;wind_turbine;Enercon E-101;;;;;;;3.0 MW;;;;;;;;1;217;wind;;;;;;;;;;;;;;;262;174;UW Pottendorf;;4036;y;n;n;723,5375328
MULTILINESTRING ((601240.113464874 5309260.81041195,601397.402858223 5309339.94142803));915;n2172224823;2172224823;node;;PSP006;;;;generator;;;;;;;;Wien Energie;;;;;wind_turbine;Enercon E-82 E2;;;;;;;2.3 MW;;;;;;;;6;217;wind;;;;;;;;;;;;;;;262;174;UW Pottendorf;;4036;y;n;n;176,0729138
MULTILINESTRING ((600651.006768096 5309479.01498869,601397.402858223 5309339.94142803));916;n2172224829;2172224829;node;;PSP003;;;;generator;;;;;;;;Wien Energie;;;;;wind_turbine;Enercon E-82 E2;;;;;;;2.3 MW;;;;;;;;3;220;wind;;;;;;;;;;;;;;;262;174;UW Pottendorf;;4036;y;n;n;759,242108
